index,molecule_chembl_id,canonical_smiles,standard_value
892,CHEMBL111860,NC(=O)c1ccc([N+](=O)[O-])c(N2CC2)c1,10000.0
893,CHEMBL112126,CS(=O)(=O)c1cc([N+](=O)[O-])c(N2CC2)cc1C(N)=O,10000.0
894,CHEMBL1650839,CS(=O)(=O)c1cc([N+](=O)[O-])c(N2CC2)cc1NCC(O)CO,10000.0
895,CHEMBL324103,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1N1CC1,10000.0
896,CHEMBL112527,O=C(NCCN1CCOCC1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1N1CC1,10000.0
897,CHEMBL536047,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2.Cl,610.0
898,CHEMBL1684446,CCC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@H](C1)C2.Cl,840.0
899,CHEMBL1684447,CC(C)C1=CC2Cc3nc4ccccc4c(N)c3C(C1)C2.Cl,2060.0
900,CHEMBL1684448,C=CCC1=CC2Cc3nc4ccccc4c(N)c3C(C1)C2.Cl,4080.0
901,CHEMBL1684449,CC(C)C1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2.Cl,2450.0
902,CHEMBL1684450,C=CCC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2.Cl,760.0
903,CHEMBL1684451,CC(C)C1=CC2Cc3nc4cccc(F)c4c(N)c3C(C1)C2.Cl,2600.0
904,CHEMBL1684452,C=CCC1=CC2Cc3nc4cccc(F)c4c(N)c3C(C1)C2.Cl,3620.0
905,CHEMBL539051,CCC1=CC2Cc3nc4ccccc4c(N)c3C(C1)C2.Cl,1290.0
906,CHEMBL1684453,CCCCC1=CC2Cc3nc4ccccc4c(N)c3C(C1)C2.Cl,700.0
907,CHEMBL1684454,CC(C)(C)C1=CC2Cc3nc4ccccc4c(N)c3C(C1)C2.Cl,880.0
908,CHEMBL1684455,Cl.Nc1c2c(nc3ccccc13)CC1C=C(c3ccccc3)CC2C1,1650.0
909,CHEMBL1684456,CC1=CC2Cc3nc4cccc(F)c4c(N)c3C(C1)C2.Cl,3710.0
910,CHEMBL1684457,CC1=CC2Cc3nc4cc(C)ccc4c(N)c3C(C1)C2.Cl,1040.0
911,CHEMBL1684458,CCC1=CC2Cc3nc4cccc(Cl)c4c(N)c3C(C1)C2.Cl,1360.0
912,CHEMBL1684459,CCC1=CC2Cc3nc4cccc(F)c4c(N)c3C(C1)C2.Cl,5960.0
913,CHEMBL1684460,CCC1=CC2Cc3nc4cccc(C)c4c(N)c3C(C1)C2.Cl,5280.0
914,CHEMBL1684461,CCC1=CC2Cc3nc4cc(F)ccc4c(N)c3C(C1)C2.Cl,4160.0
915,CHEMBL1684462,CCC1=CC2Cc3nc4ccc(Cl)cc4c(N)c3C(C1)C2.Cl,2150.0
922,CHEMBL1802086,Cl.NC12CC3CC(C4CCCCC4)(C1)CC(C1CCCCC1)(C3)C2,370.0
923,CHEMBL1802087,O=C1ON=C2C3CC4CC(C3)CC12C4,2870.0
926,CHEMBL1802090,O=C(CN1C(=O)CNC2(C1=O)C1CC3CC(C1)CC2C3)NO,90.0
927,CHEMBL1801715,CN1CC(=O)N(CC(=O)NO)C(=O)C12C1CC3CC(C1)CC2C3,193.0
928,CHEMBL1801716,C[C@@H]1NC2(C(=O)N(CC(=O)NO)C1=O)C1CC3CC(C1)CC2C3,134.0
929,CHEMBL1801717,O=C(CN1C(=O)[C@H](Cc2ccccc2)NC2(C1=O)C1CC3CC(C1)CC2C3)NO,6.8
930,CHEMBL1801718,O=C(CN1C(=O)[C@@H](Cc2ccccc2)NC2(C1=O)C1CC3CC(C1)CC2C3)NO,9.1
931,CHEMBL1801719,O=C(CN1C(=O)C(Cc2ccccc2)NC2(C1=O)C1CC3CC(C1)CC2C3)NO,17.0
932,CHEMBL1801720,O=C(CN1C(=O)CNC2(CCCCCCC2)C1=O)NO,300.0
933,CHEMBL1801721,CN1CC(=O)N(CC(=O)NO)C(=O)C12CCCCCCC2,158.0
934,CHEMBL1801722,C[C@@H]1NC2(CCCCCCC2)C(=O)N(CC(=O)NO)C1=O,125.0
935,CHEMBL1800092,O=C(CN1C(=O)[C@H](Cc2ccccc2)NC2(CCCCCCC2)C1=O)NO,29.0
936,CHEMBL1801723,O=C(CN1C(=O)CNC2(CCCCCC2)C1=O)NO,1870.0
937,CHEMBL1801724,CN1CC(=O)N(CC(=O)NO)C(=O)C12CCCCCC2,285.0
938,CHEMBL1801725,Cl.O=C(CN1C(=O)CNC2(C1=O)C1CC3CC(C1)CC2C3)NO,79.0
939,CHEMBL1801726,CN1CC(=O)N(CC(=O)NO)C(=O)C12C1CC3CC(C1)CC2C3.Cl,340.0
940,CHEMBL1801727,C[C@@H]1NC2(C(=O)N(CC(=O)NO)C1=O)C1CC3CC(C1)CC2C3.Cl,405.0
941,CHEMBL1801728,Cl.O=C(CN1C(=O)[C@H](Cc2ccccc2)NC2(C1=O)C1CC3CC(C1)CC2C3)NO,42.0
942,CHEMBL1801729,Cl.O=C(CN1C(=O)[C@@H](Cc2ccccc2)NC2(C1=O)C1CC3CC(C1)CC2C3)NO,9.2
943,CHEMBL1801730,Cl.O=C(CN1C(=O)C(Cc2ccccc2)NC2(C1=O)C1CC3CC(C1)CC2C3)NO,18.0
944,CHEMBL1801731,Cl.O=C(CN1C(=O)CNC2(CCCCCCC2)C1=O)NO,266.0
945,CHEMBL1801732,CN1CC(=O)N(CC(=O)NO)C(=O)C12CCCCCCC2.Cl,162.0
946,CHEMBL1801733,C[C@@H]1NC2(CCCCCCC2)C(=O)N(CC(=O)NO)C1=O.Cl,134.0
947,CHEMBL1802137,Cl.O=C(CN1C(=O)[C@H](Cc2ccccc2)NC2(CCCCCCC2)C1=O)NO,25.0
948,CHEMBL1802138,Cl.O=C(CN1C(=O)CNC2(CCCCCC2)C1=O)NO,1150.0
949,CHEMBL1802139,CN1CC(=O)N(CC(=O)NO)C(=O)C12CCCCCC2.Cl,311.0
953,CHEMBL1831290,N=C(NCCCNCCCCCCCNCCCNC(=N)NC(=N)NCCC(c1ccccc1)c1ccccc1)NC(=N)NCCC(c1ccccc1)c1ccccc1.O=C(O)C(F)(F)F,90.0
954,CHEMBL1859632,Cc1ccc([C@@H](C)NCc2coc(-c3cccc4ccccc34)n2)cc1,1.86
955,CHEMBL1859008,C[C@@H]1C(NCc2coc(-c3cccc4ccccc34)n2)C[C@H]2C[C@@H]1C2(C)C,0.94
956,CHEMBL1861644,C[C@H]1C(NCc2coc(-c3cccc4ccccc34)n2)C[C@@H]2C[C@H]1C2(C)C,0.9
957,CHEMBL1860879,CC(NCc1coc(-c2cccc3ccccc23)n1)C1CCCCC1,1.34
959,CHEMBL1861203,c1ccc2c(-c3nc(CNCCCN4CCCC4)co3)cccc2c1,0.62
960,CHEMBL1860016,COc1ccc(-c2nc(CNCCCN3CCCCC3C)co2)cc1,5.0
961,CHEMBL1861513,CC1CCCCN1CCCNCc1coc(-c2cccc3ccccc23)n1,2.07
962,CHEMBL1858417,COc1ccc(-c2nc(CNC3CCN(Cc4ccccc4)CC3)co2)cc1,2.92
963,CHEMBL1862482,COc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1,1.31
964,CHEMBL1857934,CCCCCOc1ccc(-c2nc(CNC3[C@H]4C[C@@H]5C[C@@H](C[C@H]3C5)C4)co2)cc1,0.3
965,CHEMBL1860284,CCCCCOc1ccc(-c2nc(CNC3CC(C)CC(C)(C)C3)co2)cc1,0.16
966,CHEMBL1858697,CCCCCOc1ccc(-c2nc(CN[C@@H]3C[C@@H]4C[C@H]([C@H]3C)C4(C)C)co2)cc1,0.12
967,CHEMBL1861967,CCCCCOc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1,0.08
968,CHEMBL1862609,CCCCCOc1ccc(-c2nc(CNC3CCCCCC3)co2)cc1,0.25
969,CHEMBL1861089,CCCCCC(C)NCc1coc(-c2ccc(OCCC)cc2)n1,0.54
970,CHEMBL1859412,CCCOc1ccc(-c2nc(CNC3[C@H]4C[C@@H]5C[C@@H](C[C@H]3C5)C4)co2)cc1,0.69
971,CHEMBL1861749,CCCOc1ccc(-c2nc(CNC3CC(C)CC(C)(C)C3)co2)cc1,1.37
972,CHEMBL1858379,CCCOc1ccc(-c2nc(CNC3CCCCCC3)co2)cc1,1.25
973,CHEMBL1860214,CCCCCOc1ccc(-c2nc(CNC(C)CCCCC)co2)cc1,0.33
974,CHEMBL1858391,CCCOc1ccc(-c2nc(CN[C@@H]3C[C@@H]4C[C@H]([C@H]3C)C4(C)C)co2)cc1,0.49
975,CHEMBL1861980,CCCOc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1,0.74
976,CHEMBL1860260,COc1ccc(C(=O)Cc2ccccc2)cc1,5.0
977,CHEMBL1862194,COc1ccc(/C(Cc2ccccc2)=N/O)cc1,5.0
978,CHEMBL1860334,CCc1ccccc1N/C(=N\O)c1ccc(OC)cc1,5.0
979,CHEMBL1858183,CCc1ccccc1N/C(=N\O)c1ccccc1-c1ccccc1,5.0
980,CHEMBL1858934,CO/N=C/c1ccc(OC)cc1,5.0
981,CHEMBL1860420,CO/N=C/c1ccccc1-c1ccccc1,5.0
982,CHEMBL1861171,COc1ccc(/C=N/OCc2ccccc2)cc1,5.0
983,CHEMBL1859275,CCCCc1ccc(-c2nc(C)co2)cc1,5.0
984,CHEMBL1862342,CCCCc1ccc(-c2nc(C(C)(C)C)co2)cc1,5.0
985,CHEMBL1858596,C(=N/OCc1ccccc1)\c1ccccc1-c1ccccc1,5.0
986,CHEMBL1861717,CCCCc1ccc(-c2nc(C(F)(F)F)co2)cc1,5.0
987,CHEMBL1859986,CCCCc1ccc(-c2nc(-c3ccccc3)co2)cc1,5.0
988,CHEMBL1861080,CCO/N=C/c1ccc(OC)cc1,5.0
989,CHEMBL1860838,CCC1CCCCN1Cc1coc(-c2cccc3ccccc23)n1,2.13
991,CHEMBL1859802,CN(Cc1coc(-c2cccc3ccccc23)n1)C1CCCCC1,2.01
993,CHEMBL1860706,Cc1cc(N)nn1Cc1coc(-c2ccc(OC(F)(F)F)cc2)n1,1.18
995,CHEMBL1862050,CC(C)(C)CNCc1coc(-c2ccc(C(C)(C)C)cc2)n1,1.62
997,CHEMBL1858927,COc1cccc(OC)c1CNCc1coc(-c2ccc(C(C)(C)C)cc2)n1,1.43
999,CHEMBL1858972,CC(C)(C)c1ccc(-c2nc(CNCC3CC3)co2)cc1,1.22
1001,CHEMBL1860813,CCCCNCc1coc(-c2ccc(C(C)(C)C)cc2)n1,1.84
1003,CHEMBL1858503,CCO/N=C/c1ccccc1-c1ccccc1,5.0
1004,CHEMBL1859332,C=CCO/N=C/c1ccc(OC)cc1,5.0
1005,CHEMBL1861715,C=CCO/N=C/c1ccccc1-c1ccccc1,5.0
1006,CHEMBL1858507,COc1ccc(/C=N/Oc2ccccc2)cc1,5.0
1007,CHEMBL1862729,COc1ccc(/C=N/OCC(C)C)cc1,5.0
1008,CHEMBL1861276,CC(C)CO/N=C/c1ccccc1-c1ccccc1,5.0
1009,CHEMBL1858144,O/N=C1\COc2ccccc21,5.0
1010,CHEMBL1859165,C(=N/Oc1ccccc1)\c1ccccc1-c1ccccc1,5.0
1011,CHEMBL1858425,COc1ccc(/C=N/OCc2c(F)c(F)c(F)c(F)c2F)cc1,5.0
1012,CHEMBL1859162,Fc1c(F)c(F)c(CO/N=C/c2ccccc2-c2ccccc2)c(F)c1F,5.0
1013,CHEMBL1861027,CCCCc1ccc(-c2nc(C)c(C(=O)OC)o2)cc1,5.0
1015,CHEMBL1861666,CCCCc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)o2)cc1,5.0
1017,CHEMBL1858719,CCCCc1ccc(-c2nc(CNCCCN3CCCC3)co2)cc1,1.6
1019,CHEMBL1858258,CCCCc1ccc(-c2nc(CNCCCN3CCCCC3)co2)cc1,2.01
1021,CHEMBL1861540,CCCCc1ccc(-c2nc(CNCCC3CCCN3C)co2)cc1,0.19
1023,CHEMBL1861891,CCCCc1ccc(-c2nc(CNCc3c(OC)cccc3OC)co2)cc1,0.32
1024,CHEMBL1861900,CCCCc1ccc(-c2nc(CNCc3ccc(C)cc3)co2)cc1,3.05
1025,CHEMBL1862355,CCCCc1ccc(-c2nc(CNCc3ccc(Cl)cc3)co2)cc1,5.0
1027,CHEMBL1860819,CCCCc1ccc(-c2nc(CNCc3ccc(OC)cc3)co2)cc1,3.36
1031,CHEMBL1857849,COc1ccc(/C(=N/O)Nc2cccc(C)c2)cc1,0.66
1035,CHEMBL1859811,COc1ccc(/C(=N/O)Nc2cccc(-c3ccccc3)c2)cc1,2.54
1039,CHEMBL1861062,COc1ccc(/C(=N/O)Nc2cccc(F)c2)cc1,0.67
1040,CHEMBL1859457,COc1ccc(/C(=N/O)Nc2cccc(C(C)C)c2)cc1,1.41
1041,CHEMBL1859122,COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,1.31
1045,CHEMBL1862421,COc1ccc(/C(=N/O)Nc2cccc(C(C)(C)C)c2)cc1,1.24
1049,CHEMBL1860487,CC(C)(C)CN/C(=N\O)c1ccc(Oc2cc(Cl)ccc2Cl)nc1,0.9
1050,CHEMBL1859307,CC(C)c1cccc(Oc2ccc(/C(=N/O)N(C)Cc3cccnc3)cn2)c1,2.5
1051,CHEMBL1860319,Cc1ccc2cccc(Oc3ccc(/C(=N/O)NC4CCCCC4)cn3)c2n1,1.08
1052,CHEMBL1862183,O/N=C(\NC1CCCCC1)c1ccc(Oc2cc(Cl)ccc2Cl)nc1,1.3
1053,CHEMBL1858502,COc1cccc(Oc2ccc(/C(=N/O)NC3CCCCC3)cn2)c1,1.23
1054,CHEMBL1860413,O/N=C(\NC1CCCCC1)c1ccc(Oc2ccc(Cl)cc2)nc1,1.2
1055,CHEMBL1860458,C=CCc1ccc(Oc2ccc(/C(=N/O)NCc3ccncc3)cn2)c(OC)c1,2.1
1056,CHEMBL1859104,CC(C)c1cccc(Oc2ccc(/C(=N/O)NCc3ccncc3)cn2)c1,2.64
1057,CHEMBL1858597,O/N=C(/c1ccc(Oc2ccc(Cl)cc2)nc1)N1CCC2CCCCC2C1,1.24
1058,CHEMBL1861115,COc1ccc(S(=O)(=O)NC2CCCCC2)cc1,5.0
1059,CHEMBL1861133,COc1ccc(S(=O)(=O)NC2CCCCC2)cc1OC,5.0
1060,CHEMBL1857969,CCc1cccc(NS(=O)(=O)c2ccc(OC)cc2)c1,5.0
1061,CHEMBL1422545,COc1ccc(S(=O)(=O)Nc2ccccn2)cc1,5.0
1062,CHEMBL1859529,CCc1cccc(NS(=O)(=O)c2ccc(OC)c(OC)c2)c1,5.0
1063,CHEMBL1604391,COc1ccc(S(=O)(=O)Nc2ccccn2)cc1OC,5.0
1064,CHEMBL1861183,CCCCc1ccc(-c2nc(C)c(C(C)=O)o2)cc1,5.0
1065,CHEMBL1860804,CCCCCCCCOC(=O)Cc1coc(-c2ccc(CCCC)cc2)n1,5.0
1066,CHEMBL1860751,CCCCc1ccc(-c2nc(C(=O)OCC)co2)cc1,5.0
1067,CHEMBL1858534,CCCCCC(C)NCc1coc(-c2ccccc2Oc2ccccc2)n1,2.98
1068,CHEMBL1858978,CCCCCC(C)NCc1coc(-c2cccc(Oc3ccccc3)c2)n1,1.14
1069,CHEMBL1861814,CCCCCC(C)NCc1coc(-c2ccc(Oc3ccccc3)cc2)n1,0.42
1070,CHEMBL1859995,CCCCCCCCCCOc1ccc(-c2nc(CNC(C)CCCCC)co2)cc1,1.35
1071,CHEMBL1858880,CCCCCCCCCCOc1ccc(-c2nc(CN[C@@H]3C[C@@H]4C[C@H]([C@H]3C)C4(C)C)co2)cc1,5.0
1072,CHEMBL1861494,COc1cccc(Oc2ccc(/C(=N/O)NC3CCC(C)CC3)cn2)c1,1.97
1073,CHEMBL1858307,CC1CCC(N/C(=N\O)c2ccc(Oc3ccc(Cl)cc3)nc2)CC1,1.42
1074,CHEMBL1859440,CCC(CC)N/C(=N\O)c1ccc(Oc2cc(Cl)ccc2Cl)nc1,1.35
1075,CHEMBL1860793,CCC(CC)N/C(=N\O)c1ccc(Oc2ccc(Cl)cc2)nc1,1.63
1076,CHEMBL1861735,CCCCCC(C)NCc1coc(-c2ccc(OCC(C)(C)C)cc2)n1,0.19
1077,CHEMBL1858269,CCCCCC(C)NCc1coc(-c2ccc(OC3CCCCC3)cc2)n1,0.39
1078,CHEMBL1861282,C[C@@H]1[C@H]2C[C@@H](C[C@H]1NCc1coc(-c3ccc(OC4CCCCC4)cc3)n1)C2(C)C,0.57
1079,CHEMBL1858741,c1cc(-c2nc(CNC3CCCCCC3)co2)ccc1OC1CCCCC1,0.43
1080,CHEMBL1860834,CC(C)(C)c1ccc(Oc2ncccc2/C(=N/O)NC2CCCCC2)cc1,0.07
1081,CHEMBL1862184,CCOc1cccc(-c2nc(CNCCC3CCCN3C)co2)c1,1.78
1083,CHEMBL1859988,CCN(CCN(C)C)Cc1coc(-c2ccc(C(C)(C)C)cc2)n1,3.09
1085,CHEMBL1861882,CC1CC(NCc2coc(-c3ccc(C(F)(F)F)cc3)n2)CC(C)(C)C1,1.07
1087,CHEMBL1859739,CC1(C)[C@H]2CC[C@@H](CNCc3coc(-c4ccc(F)cc4)n3)[C@@H]1C2,5.0
1088,CHEMBL1861000,Cc1ccc(Oc2ncccc2/C(=N/O)NC2CCCCC2)cc1,0.16
1089,CHEMBL1859389,O/N=C(\NCc1cccs1)c1ccc(Oc2cccc(F)c2)nc1,1.93
1090,CHEMBL1860603,Cc1ccc(Oc2ccccc2/C(=N/O)NC2CCCCC2)cc1,0.27
1091,CHEMBL1860175,CCc1ccc(Oc2ncccc2/C(=N\O)NC2CCCCC2)cc1,0.09
1092,CHEMBL1858520,CC(C)c1ccc(Oc2ncccc2/C(=N\O)NC2CCCCC2)cc1,0.09
1093,CHEMBL1858358,O/N=C(/NC1CCCCC1)c1cccnc1Oc1ccc(F)cc1,1.4
1094,CHEMBL1858748,O/N=C(/NC1CCCCC1)c1cccnc1Oc1ccc(Cl)cc1,0.93
1095,CHEMBL1861938,CCCCc1ccc(-c2nc(-c3ccc(OC)cc3)co2)cc1,5.0
1096,CHEMBL1861977,CCCCc1ccc(-c2nc(-c3ccc4ccccc4c3)co2)cc1,5.0
1097,CHEMBL1861781,CCCCc1ccc(-c2nc(-c3ccccc3)c(C)o2)cc1,5.0
1098,CHEMBL1859576,CCCCc1ccc(-c2nc(-c3cc(-c4ccccc4)no3)co2)cc1,5.0
1099,CHEMBL1858287,CCCCc1ccc(-c2nc(CC)co2)cc1,5.0
1100,CHEMBL1858443,CCCCc1ccc(-c2nc(C)c(C)o2)cc1,5.0
1101,CHEMBL1859742,COc1ccccc1CNC(CCc1ccccc1)c1nc(Cc2ccccc2)c(N2CCCCC2)o1,4.41
1102,CHEMBL1859729,CC(C)CNC(CCc1ccccc1)c1nc(Cc2ccccc2)c(N2CCCCC2)o1,5.0
1103,CHEMBL1860789,COc1ccc(Oc2ncccc2/C(=N/O)NC2CCCCC2)cc1,0.29
1104,CHEMBL1860469,COc1ccc(/C(=N/O)Nc2cccc(C#N)c2)cc1,5.0
1105,CHEMBL1861570,COc1ccc(/C(=N/O)Nc2ccc(F)cc2)cc1,4.54
1106,CHEMBL1860591,O/N=C(\NCC1CCCCC1)c1ccc(Oc2cc(Cl)ccc2Cl)nc1,2.81
1107,CHEMBL1860187,COc1cccc(Oc2ccc(/C(=N/O)NCC3CCCCC3)cn2)c1,2.15
1108,CHEMBL1859872,O/N=C(\NCC1CCCCC1)c1ccc(Oc2ccc(Cl)cc2)nc1,1.6
1109,CHEMBL1858272,O/N=C(\NC1CCCC1)c1ccc(Oc2cc(Cl)ccc2Cl)nc1,1.08
1110,CHEMBL1862710,O/N=C(\NC1CCCC1)c1ccc(Oc2ccc(Cl)cc2)nc1,1.32
1111,CHEMBL1858982,O/N=C(\NC1CCCCC1)c1ccccc1Cc1ccccc1,1.19
1112,CHEMBL1857852,Cc1ccc(Cc2ccccc2/C(=N/O)NC2CCCCC2)cc1,1.17
1113,CHEMBL1858929,CCCCCC(C)NCc1coc(-c2ccc(CC)cc2)n1,1.0
1114,CHEMBL1861939,Cc1ccc(/C(=N/O)Nc2cccc(F)c2)c(Oc2ccc(C(C)(C)C)cc2)n1,0.32
1115,CHEMBL1860772,CC(C)(C)c1ccc(Oc2ncccc2/C(=N/O)Nc2cccc(F)c2)cc1,5.0
1116,CHEMBL1860247,Cc1ccc(/C(=N/O)NC2CCCCC2)c(Oc2ccc(C(C)(C)C)cc2)n1,5.0
1117,CHEMBL1859756,Cc1ccc(/C(=N/O)NCC(C)(C)C)c(Oc2cc(Cl)ccc2Cl)n1,1.14
1119,CHEMBL1862408,Cc1ccc(/C(=N/O)NCC(C)(C)C)c(Oc2cccc(F)c2)n1,0.45
1120,CHEMBL1859920,Cc1ccc(/C(=N/O)NC2CCCCC2)c(Oc2cc(Cl)ccc2Cl)n1,1.18
1121,CHEMBL1861024,Cc1ccc(Oc2nc(C)ccc2/C(=N/O)NC2CCCCC2)c(C)c1,0.78
1123,CHEMBL1858006,CSc1ccc(Oc2ccc(/C(=N/O)NCc3ccccc3F)cn2)cc1,1.6
1124,CHEMBL1858954,Cc1ccc(/C(=N/O)NCc2ccccc2F)c(Oc2cc(Cl)ccc2Cl)n1,5.0
1125,CHEMBL1859042,COc1ccccc1CN/C(=N\O)c1ccc(C)nc1Oc1cc(Cl)ccc1Cl,3.98
1126,CHEMBL1861357,Cc1ccc(/C(=N/O)NCc2cc(F)cc(F)c2)c(Oc2cc(Cl)ccc2Cl)n1,2.52
1127,CHEMBL1860874,Cc1ccc(/C(=N/O)NCC(C)C)c(Oc2cccc(F)c2)n1,1.37
1128,CHEMBL1862044,CC(C)Oc1ccc(-c2nc(CNC3CCCCCC3)co2)cc1,2.39
1129,CHEMBL1858856,CC1CC(NCc2coc(-c3ccc(OC(C)C)cc3)n2)CC(C)(C)C1,0.79
1130,CHEMBL1861695,Cc1ccc(/C(=N/O)NC2CCCCC2)c(Oc2c(F)cccc2F)n1,1.05
1131,CHEMBL1862341,CC(C)Oc1ccc(-c2nc(CN[C@@H]3C[C@@H]4C[C@H]([C@H]3C)C4(C)C)co2)cc1,1.37
1132,CHEMBL1860400,CC(C)Oc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1,1.06
1133,CHEMBL1859888,O/N=C(\NC1CCCCC1)c1cccnc1Oc1c(F)cccc1F,0.46
1134,CHEMBL1859604,Clc1ccc(-c2nc(CNCCCN3CCCC3)co2)c(Cl)c1,0.62
1136,CHEMBL1860852,Clc1ccc(-c2nc(CNCCCn3ccnc3)co2)c(Cl)c1,2.02
1137,CHEMBL1861036,CCN(CC)CCCC(C)NCc1coc(-c2ccccc2Cl)n1,5.0
1138,CHEMBL1861986,CC1CCCCN1CCCNCc1coc(-c2ccc(Cl)cc2Cl)n1,2.68
1140,CHEMBL1861766,NCCc1cn(Cc2coc(-c3ccc(Cl)cc3Cl)n2)cn1,4.34
1141,CHEMBL1862122,COc1cccc(-c2nc(Cn3ccnc3C=O)co2)c1,5.0
1142,CHEMBL1859139,O/N=C(\Nc1cccc(F)c1)c1cccnc1Oc1c(F)cccc1F,5.0
1143,CHEMBL1859197,Cc1ccc(/C(=N/O)Nc2cccc(F)c2)c(Oc2c(F)cccc2F)n1,3.75
1144,CHEMBL1861417,COc1ccc(CNC(CCc2ccccc2)c2nc(Cc3ccccc3)c(N3CCCCC3)o2)cc1OC,2.54
1145,CHEMBL1859968,CCC(C)C(NCc1ccc(C)cc1)c1nc(Cc2ccccc2)c(N2CCCCC2)o1,5.0
1146,CHEMBL1862613,CCC(C)C(NCc1ccccc1OC)c1nc(Cc2ccccc2)c(N2CCCCC2)o1,5.0
1147,CHEMBL1861440,CCC(C)C(NCC(C)C)c1nc(Cc2ccccc2)c(N2CCCCC2)o1,5.0
1148,CHEMBL1859642,Cc1ccc(CNC(CC(C)C)c2nc(Cc3ccccc3)c(N3CCOCC3)o2)cc1,1.64
1149,CHEMBL1860231,COc1ccc(CNC(CC(C)C)c2nc(Cc3ccccc3)c(N3CCOCC3)o2)cc1,2.23
1150,CHEMBL1858044,CCCCc1ccc(-c2nc(CNCC)co2)cc1,0.89
1151,CHEMBL1860306,CCCCc1ccc(-c2nc(CNC(C)CCC)co2)cc1,0.61
1152,CHEMBL1860014,CCCCCNCc1coc(-c2ccc(CCCC)cc2)n1,0.51
1153,CHEMBL1860722,CCCCc1ccc(-c2nc(CNC(C)C)co2)cc1,2.22
1154,CHEMBL1859329,CCCCc1ccc(-c2nc(CNCCC)co2)cc1,0.75
1155,CHEMBL1858188,CCCCc1ccc(-c2nc(CNC(CC)CC)co2)cc1,0.63
1156,CHEMBL1862240,CCCCc1ccc(-c2nc(CNC(C)CC)co2)cc1,0.74
1157,CHEMBL1859120,CCCCCCNCc1coc(-c2ccc(CCCC)cc2)n1,0.37
1158,CHEMBL1859041,CCCCc1ccc(-c2nc(CNC3CCC3)co2)cc1,1.3
1159,CHEMBL1860028,CCCCc1ccc(-c2nc(CNC3CCCC3)co2)cc1,0.83
1160,CHEMBL1860359,CCCCc1ccc(-c2nc(CNC3CC3)co2)cc1,3.05
1161,CHEMBL1861005,CCCCc1ccc(-c2nc(CNC(C)c3ccccc3)co2)cc1,0.87
1162,CHEMBL1861456,CCCCc1ccc(-c2nc(CN[C@H](C)c3ccccc3)co2)cc1,2.98
1163,CHEMBL1861651,CCCCc1ccc(-c2nc(CNCc3ccccc3)co2)cc1,1.32
1164,CHEMBL1861135,CCCCc1ccc(-c2nc(CNCCc3ccccc3)co2)cc1,0.69
1165,CHEMBL1858162,CCCCNCc1coc(-c2ccc(CCCC)cc2)n1,0.75
1166,CHEMBL1858864,CCCCc1ccc(-c2nc(CNC3CCCCC3)co2)cc1,0.41
1167,CHEMBL1861841,O/N=C(\Nc1cccc(F)c1)c1cccnc1Oc1cc(Cl)ccc1Cl,5.0
1169,CHEMBL1860394,CCc1cccc(N/C(=N\O)c2ccc(C)nc2Oc2cc(Cl)ccc2Cl)c1,3.96
1170,CHEMBL1859947,CCC(C)C(NCc1ccc(OC)c(OC)c1)c1nc(Cc2ccccc2)c(N2CCCCC2)o1,5.0
1171,CHEMBL1858180,COc1ccc(CNC(c2nc(Cc3ccccc3)c(N3CCCCC3)o2)C2CCCCC2)cc1OC,5.0
1172,CHEMBL1859614,COc1ccc(CNC(CC(C)C)c2nc(Cc3ccccc3)c(N3CCCCC3)o2)cc1OC,5.0
1173,CHEMBL1858848,Cc1ccc(CNC(CCc2ccccc2)c2nc(-c3ccccc3)c(N3CCCCC3)o2)cc1,5.0
1174,CHEMBL1859039,Cc1ccc(CNC(c2nc(-c3ccccc3)c(N3CCCCC3)o2)C2CC2)cc1,4.56
1175,CHEMBL1861159,CCC(C)C(NCc1ccc(C)cc1)c1nc(-c2ccccc2)c(N2CCCCC2)o1,5.0
1176,CHEMBL1861727,CCC(C)C(NCc1ccccc1OC)c1nc(-c2ccccc2)c(N2CCCCC2)o1,4.82
1177,CHEMBL1859990,CCC(C)C(NCc1ccc(OC)c(OC)c1)c1nc(-c2ccccc2)c(N2CCCCC2)o1,5.0
1178,CHEMBL1860823,CCc1ccc(Oc2ncccc2/C(=N\O)NC2CCCCC2O)cc1,5.0
1179,CHEMBL1859318,CSc1ccc(Oc2ccc(/C(=N/O)NC3CCC(C)CC3)cn2)cc1,1.35
