molecule_chembl_id,canonical_smiles,standard_value,valor_bioactividad
CHEMBL660279,C/C(=N\N=C(\N)S)c1ccc(Cl)c(Cl)c1,50.0,activo
CHEMBL660279,C/C(=N\NC(N)=O)c1cccc(Cl)c1,10000.0,inactivo
CHEMBL816826,Nc1ncnc2c1cnn2[C@@H]1C=C[C@@H](O)[C@H]1O,100000.0,inactivo
CHEMBL660279,CC/C(=N\N=C(/S)NC)c1cccc(Br)c1,10000.0,inactivo
CHEMBL660279,S=C(Nc1cccc(Cl)c1)N1CCC(c2cccc(Br)c2)=N1,1000.0,activo
CHEMBL660279,CCC(N/N=C(/N)S)c1cccc(Br)c1,10000.0,inactivo
CHEMBL816825,C[C@H]1C[C@@H](n2ncc3c(N)ncnc32)[C@H](O)[C@@H]1O,12200.0,inactivo
CHEMBL660279,CC/C(=N\NC(N)=O)c1cccc(C(F)(F)F)c1,10000.0,inactivo
CHEMBL660279,CC/C(=N\N=C(\N)S)c1ccccc1,10000.0,inactivo
CHEMBL660279,CC/C(=N\N=C(/S)NCCN1CCNCC1)c1cccc(Br)c1,10000.0,inactivo
CHEMBL660279,FC(F)(F)c1ccc(NC(=S)N2CCC(c3cccc(Br)c3)=N2)cc1,10000.0,inactivo
CHEMBL660279,CC/C(=N\N=C(/S)Nc1ccccc1)c1cccc(Br)c1,10000.0,inactivo
CHEMBL660279,CC/C(=N\NC(N)=O)c1cccc(Br)c1,10000.0,inactivo
CHEMBL660279,CC/C(=N\N=C(\N)S)c1ccc(Cl)c(Cl)c1,20.0,activo
CHEMBL660279,CC1CN(C(=N)S)N=C1c1cccc(Cl)c1,230.0,activo
CHEMBL660279,CC/C(=N\N=C(\N)S)c1ccc2cc(OC)ccc2c1,10000.0,inactivo
CHEMBL660279,N=C(S)N1CCC(c2cccc(C(F)(F)F)c2)=N1,80.0,activo
CHEMBL660279,S=C(NCCN1CCOCC1)N1CCC(c2cccc(Br)c2)=N1,10000.0,inactivo
CHEMBL660279,S=C(NCc1ccco1)N1CCC(c2cccc(Br)c2)=N1,10000.0,inactivo
CHEMBL660279,C/C(=N\NC(N)=O)c1cccc(Br)c1,10000.0,inactivo
CHEMBL660279,N=C(S)N/N=C/c1cc(C(F)(F)F)cc(C(F)(F)F)c1,320.0,activo
CHEMBL660279,C/C(=N\N=C(\N)S)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,60.0,activo
CHEMBL660279,CC/C(=N\NC(N)=O)c1cccc(Cl)c1,10000.0,inactivo
CHEMBL660279,NC(=O)N/N=C/c1ccc(-c2cccc(Cl)c2)o1,10000.0,inactivo
CHEMBL660279,COc1ccccc1-c1ccc(/C=N/N=C(/N)S)o1,280.0,activo
CHEMBL660279,N=C(S)N/N=C/c1ccccc1C(F)(F)F,10000.0,inactivo
CHEMBL660279,NC(=O)N/N=C/c1ccc(-c2ccc(Cl)cc2)o1,10000.0,inactivo
CHEMBL660279,COc1cccc(/C(C)=N/N=C(/N)S)c1,10000.0,inactivo
CHEMBL660279,CC/C(=N\N=C(\N)S)c1ccc(OC)cc1,10000.0,inactivo
CHEMBL660279,CC/N=C(\S)N1CCC(c2cccc(Br)c2)=N1,10000.0,inactivo
CHEMBL660279,C/C(=N\NC(N)=O)c1ccc(Cl)c(Cl)c1,10000.0,inactivo
CHEMBL660279,N/C(S)=N/N=C/c1ccc(-c2cccc(Cl)c2)o1,140.0,activo
CHEMBL660279,N/C(S)=N/N=C/c1ccc(-c2ccc(Br)cc2)o1,280.0,activo
CHEMBL660279,C/C(=N\N=C(\N)S)c1cccc(Br)c1,200.0,activo
CHEMBL660279,C/C(=N\N=C(\N)S)c1cccc(C(F)(F)F)c1,170.0,activo
CHEMBL660279,NC(=S)N1CCC(c2cccc(Br)c2)=N1,200.0,activo
CHEMBL660279,CC1CN(C(=N)S)N=C1c1ccc(Cl)c(Cl)c1,70.0,activo
CHEMBL660279,N/C(S)=N/N=C/c1ccc(-c2ccc(Cl)cc2)o1,300.0,activo
CHEMBL660279,CC/C(=N\N=C(\N)S)c1cccc(C(F)(F)F)c1,50.0,activo
CHEMBL660279,CC1CN(C(=N)S)N=C1c1cccc(Br)c1,80.0,activo
CHEMBL660279,S=C(Nc1ccccc1)N1CCC(c2cccc(Br)c2)=N1,10000.0,inactivo
CHEMBL816825,Nc1ncnc2c1cnn2[C@H]1C[C@@H](O)[C@H](O)[C@@H]1O,53000.0,inactivo
CHEMBL660279,COc1ccc2ccccc2c1/C=N/N=C(/N)S,560.0,activo
CHEMBL660279,C/C(=N\N=C(\N)S)c1ccccc1Cl,10000.0,inactivo
CHEMBL660279,CC/C(=N\N=C(/S)NC(C)C)c1cccc(Br)c1,10000.0,inactivo
CHEMBL660279,NC(=S)N1CCC(c2ccc(Cl)c(Cl)c2)=N1,60.0,activo
CHEMBL660279,CC(C)/N=C(\S)N1CCC(c2cccc(Br)c2)=N1,10000.0,inactivo
CHEMBL660279,NC(=O)N/N=C/c1ccc(-c2ccc(Br)cc2)o1,10000.0,inactivo
CHEMBL816826,Nc1ncnc2c1cnn2[C@@H]1C=C[C@H](O)C1,100000.0,inactivo
CHEMBL660279,CC/N=C(\S)N/N=C(\CC)c1cccc(Br)c1,10000.0,inactivo
CHEMBL660279,CC/C(=N\NC(N)=O)c1ccc(Cl)c(Cl)c1,10000.0,inactivo
CHEMBL816825,Nc1ncnc2c1cnn2[C@H]1C=C[C@H](O)[C@@H]1O,100000.0,inactivo
CHEMBL660279,COc1ccc(/C=N/NC(N)=S)cc1O,10000.0,inactivo
CHEMBL660279,C/C(=N\NC(N)=O)c1cccc(C(F)(F)F)c1,10000.0,inactivo
CHEMBL660279,CC/C(=N\N=C(/S)NCc1ccco1)c1cccc(Br)c1,10000.0,inactivo
CHEMBL816825,Nc1ncnc2c1ccn2[C@H]1C[C@@H](O)[C@H](O)[C@@H]1O,850.0,activo
CHEMBL816826,Nc1ncnc2c1cnn2[C@H]1C=C[C@@H](O)C1,100000.0,inactivo
CHEMBL660279,N/C(S)=N/N=C/c1cc(C#Cc2ccccc2)cs1,10000.0,inactivo
CHEMBL660279,CC/C(=N\N=C(\N)S)c1ccc(Br)cc1,10000.0,inactivo
CHEMBL660279,CC/C(=N\N=C(\N)S)c1ccc(Cl)cc1,10000.0,inactivo
CHEMBL660279,N=C(S)N/N=C/c1cccc(C(F)(F)F)c1,480.0,activo
CHEMBL816826,C[C@@H]1C[C@H](n2ncc3c(N)ncnc32)[C@@H](O)[C@H]1O,100000.0,inactivo
CHEMBL660279,N/C(S)=N/N=C/c1cc(Cl)cc(Cl)c1,560.0,activo
CHEMBL660279,CC1CN(C(=N)S)N=C1c1cccc(C(F)(F)F)c1,40.0,activo
CHEMBL660279,N/C(S)=N/N=C/c1ccc(Cl)c(Cl)c1,460.0,activo
CHEMBL816827,Nc1ncnc2c1cnn2[C@@H]1C[C@H](O)[C@@H](O)[C@H]1O,100000.0,inactivo
CHEMBL660279,CC/C(=N\N=C(\N)S)c1ccc(Cl)cc1Cl,10000.0,inactivo
CHEMBL660279,C/C(=N\N=C(\N)S)c1ccc(N2CCOCC2)cc1,10000.0,inactivo
CHEMBL660279,CC/C(=N\N=C(\N)S)c1cccc(Br)c1,100.0,activo
CHEMBL660279,CN(C)c1ccc(/C=N/N=C(/N)S)c2ccccc12,10000.0,inactivo
CHEMBL816827,Nc1ncnc2c1cnn2[C@@H]1CC[C@@H](O)[C@H]1O,100000.0,inactivo
CHEMBL660279,CC/C(=N\N=C(\N)S)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,20.0,activo
CHEMBL660279,NC(=S)N1CCC(c2cccc(Cl)c2)=N1,270.0,activo
CHEMBL660279,CC/C(=N\N=C(\N)S)c1cccc(Cl)c1,220.0,activo
CHEMBL660279,CC/C(=N\NC(N)=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,10000.0,inactivo
CHEMBL660279,CC/C(=N\N=C(\N)S)c1cccc(F)c1,10000.0,inactivo
CHEMBL660279,N/C(S)=N/N=C/c1cccc(Cl)c1Cl,10000.0,inactivo
CHEMBL660279,C/N=C(\S)N1CCC(c2cccc(Br)c2)=N1,10000.0,inactivo
CHEMBL703845,C[N+]1(CCOP(=O)([O-])OCCOC2CCCCC2)CCOCC1,100000.0,inactivo
CHEMBL703845,C[N+](C)(C)CCOP(=O)([O-])OCCCCCC12CC3CC(CC(C3)C1)C2,100000.0,inactivo
CHEMBL815215,CCC(C)CNCCCNCCCCCCCNCCCNCC(C)CC,31.0,activo
CHEMBL703845,C[N+](C)(C)CCOP(=O)([O-])OCCCCC=C1CCCCC1,100000.0,inactivo
CHEMBL703845,C[N+](C)(C)CCOP(=O)([O-])OCCOc1ccc2ccccc2c1,100000.0,inactivo
CHEMBL703845,C[N+]1(CCOP(=O)([O-])Oc2ccc(C34CC5CC(CC(C5)C3)C4)cc2)CCOCC1,100000.0,inactivo
CHEMBL703845,CCCCCCCCCCCCCCC1CCC(OCCOP(=O)([O-])OCC[N+](C)(C)C)CC1,23300.0,inactivo
CHEMBL815215,N[C@H]1C=CC(NCCCNCC2CC2)C1,100000.0,inactivo
CHEMBL703845,C[N+]1(CCOP(=O)([O-])OCCOC2CCCCC2)CCCCC1,100000.0,inactivo
CHEMBL703845,C[N+]1(CCOP(=O)([O-])OCCCCC=C2C3CC4CC(C3)CC2C4)CCOCC1,100000.0,inactivo
CHEMBL815215,CCNCCCNCC1CCCC(N)CC1,100000.0,inactivo
CHEMBL815215,CCNCCCNCCCCCCCNCCCNC[C@@H](C)CC,310.0,activo
CHEMBL703845,C[N+]1(CCOP(=O)([O-])OCCCCC=C2C3CC4CC(C3)CC2C4)CCCCC1,100000.0,inactivo
CHEMBL815215,CCNCCCNCCCNCCCNCC,100000.0,inactivo
CHEMBL703845,C[N+]1(CCOP(=O)([O-])OCCOc2ccc3ccccc3c2)CCOCC1,100000.0,inactivo
CHEMBL703845,C[N+]1(CCOP(=O)([O-])OCCCCC=C2CCCCC2)CCCCC1,100000.0,inactivo
CHEMBL815215,CCNCCCNCCCCCCCNCCCNCC1CCCCCC1,18000.0,inactivo
CHEMBL703845,CCCCCCCCCCCCCCCC=C1CCC(OCCOP(=O)([O-])OCC[N+](C)(C)C)CC1,21190.0,inactivo
CHEMBL703845,C[N+]1(CCOP(=O)([O-])OCCCCCCCCCCC=C2C3CC4CC(C3)CC2C4)CCCCC1,22580.0,inactivo
CHEMBL703845,C[N+]1(CCOP(=O)([O-])OCCCCC=C2CCCCC2)CCOCC1,100000.0,inactivo
CHEMBL703845,C[N+]1(CCOP(=O)([O-])OCCCCCCCCCCC=C2CCCCC2)CCCCC1,47600.0,inactivo
CHEMBL703845,CCCCCCCCCCCCCC=C1CCC(OCCOP(=O)([O-])OCC[N+]2(C)CCCCC2)CC1,11400.0,inactivo
CHEMBL703845,C[N+]1(CCOP(=O)([O-])OCCOc2ccccc2)CCOCC1,100000.0,inactivo
CHEMBL815215,c1ccc(CNCCCNCCCCCCCNCCCNCc2ccccc2)cc1,14500.0,inactivo
CHEMBL703845,C[N+](C)(C)CCOP(=O)([O-])OCCOc1ccccc1,100000.0,inactivo
CHEMBL703845,C[N+](C)(C)CCOP(=O)([O-])OCCCCCCOc1ccccc1,100000.0,inactivo
CHEMBL703845,C[N+]1(CCOP(=O)([O-])OCCCCCCOc2ccccc2)CCOCC1,100000.0,inactivo
CHEMBL703845,CCCCCCCCCCCC=C1CCC(OCCOP(=O)([O-])OCC[N+]2(C)CCCCC2)CC1,23070.0,inactivo
CHEMBL703845,C[N+](C)(C)CCOP(=O)([O-])OCCOC1CCCCC1,100000.0,inactivo
CHEMBL703845,CCCCCCCCCCCC=C1CCC(OCCOP(=O)([O-])OCC[N+]2(C)CCOCC2)CC1,16460.0,inactivo
CHEMBL815215,CCNCCCNC1C=CC(N)CCC1,100000.0,inactivo
CHEMBL703845,C[N+](C)(C)CCOP(=O)([O-])OCC12CC3CC(CC(C3)C1)C2,100000.0,inactivo
CHEMBL815215,C(CNCC1CC1)CNCC1CCCC(CNCCCNCC2CC2)C1,73000.0,inactivo
CHEMBL815215,c1ccc(-c2ccccc2CNCCCNCCCCCCCNCCCNCc2ccccc2-c2ccccc2)cc1,240.0,activo
CHEMBL703845,C[N+](C)(C)CCOP(=O)([O-])OCCCCC=C1C2CC3CC(C2)CC1C3,100000.0,inactivo
CHEMBL815215,COc1ccccc1CNCCCNCCCCCCCNCCCNCc1ccccc1OC,22000.0,inactivo
CHEMBL703845,CCCCCCCCCCCCCC=C1CCC(OCCOP(=O)([O-])OCC[N+]2(C)CCOCC2)CC1,15500.0,inactivo
CHEMBL703845,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,22560.0,inactivo
CHEMBL703845,C[N+]1(CCOP(=O)([O-])OCCCCCCCCCCC=C2CCCCC2)CCOCC1,22800.0,inactivo
CHEMBL815215,C(CCCNCCCNCC1CCCCCC1)CCCNCCCNCC1CCCCCC1,125.0,activo
CHEMBL820654,CCCCCC(P(=O)(O)O)P(=O)(O)O,70000.0,inactivo
CHEMBL820654,CCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,70000.0,inactivo
CHEMBL820654,CCCC(P(=O)(OCC)OCC)P(=O)(OCC)OCC,70000.0,inactivo
CHEMBL820654,CCCCCCCC(P(=O)(OCC)OCC)P(=O)(OCC)OCC,50000.0,inactivo
CHEMBL820654,CCCCCCCCCC(P(=O)(O)O)P(=O)(O)O,70000.0,inactivo
CHEMBL820654,CCCCCCCCC(P(=O)(O)O)P(=O)(O)O,70000.0,inactivo
CHEMBL820654,CCCC(O)(P(=O)(O)O)P(=O)(O)O,70000.0,inactivo
CHEMBL820654,CCCCCC(O)(P(=O)(O)O)P(=O)(O)O,70000.0,inactivo
CHEMBL878642,CCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,70000.0,inactivo
CHEMBL820654,CCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,70000.0,inactivo
CHEMBL820654,CCCCC(P(=O)(OCC)OCC)P(=O)(OCC)OCC,70000.0,inactivo
CHEMBL820654,CCCCCCCC(P(=O)(O)O)P(=O)(O)O,70000.0,inactivo
CHEMBL878642,CCCCCCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,70000.0,inactivo
CHEMBL820654,CCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,70000.0,inactivo
CHEMBL878642,CCOP(=O)(OCC)C(CC)P(=O)(OCC)OCC,70000.0,inactivo
CHEMBL820654,CCCCCC(P(=O)(OCC)OCC)P(=O)(OCC)OCC,50000.0,inactivo
CHEMBL820654,CCCCC(P(=O)(O)O)P(=O)(O)O,70000.0,inactivo
CHEMBL820654,CCCCCCCCC(P(=O)(OCC)OCC)P(=O)(OCC)OCC,50000.0,inactivo
CHEMBL820654,CCCCCCCCCC(P(=O)(OCC)OCC)P(=O)(OCC)OCC,50000.0,inactivo
CHEMBL820654,CCC(P(=O)(O)O)P(=O)(O)O,100000.0,inactivo
CHEMBL820654,CCCCCCC(P(=O)(OCC)OCC)P(=O)(OCC)OCC,50000.0,inactivo
CHEMBL820654,CCCCCCC(P(=O)(O)O)P(=O)(O)O,70000.0,inactivo
CHEMBL820654,CCCC(P(=O)(O)O)P(=O)(O)O,100000.0,inactivo
CHEMBL818116,CCCCN(CCCC)CCCNC(=O)CCCCC1=C(CCCCC(=O)NCCCN(CCCC)CCCC)C(=O)c2c(O)cccc2C1=O,600.0,activo
CHEMBL812088,N=C(NO)c1ccc(-c2ccc(-c3ccc(/C(N)=N/O)nc3)o2)cn1,21000.0,inactivo
CHEMBL812088,N/C(=N\O)c1ccc(-c2ccc(-c3ccc(/C(N)=N\O)cn3)o2)nc1,55800.0,inactivo
CHEMBL812088,CO/N=C(\N)c1ccc(-c2ccc(-c3ccc(/C(N)=N/OC)cn3)o2)cc1,37100.0,inactivo
CHEMBL812088,N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)o2)cc1,4.5,activo
CHEMBL812088,N=C(NO)c1ccc(-c2ccc(-c3ccc(/C(N)=N/O)nc3)o2)cc1,200000.0,inactivo
CHEMBL812088,N=C(NO)c1ccc(-c2ccc(-c3ccc(/C(N)=N/O)cn3)o2)cc1,120000.0,inactivo
CHEMBL812088,CONC(=N)c1ccc(-c2ccc(-c3ccc(C(=N)NOC)nc3)o2)cn1,19100.0,inactivo
CHEMBL812088,N=C(N)c1ccc(Cc2ccc(-c3ccc(C(=N)N)nc3)o2)cc1,147.0,activo
CHEMBL818116,CC1=CC(=O)c2ccccc2C1=O,55000.0,inactivo
CHEMBL818116,CCCCN(CCCC)CCCNC(=O)CCCCC1=C(C)C(=O)c2cccc(O)c2C1=O,300.0,activo
CHEMBL812088,N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)nc3)o2)cn1,7.0,activo
CHEMBL812088,N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)cn3)o2)cc1,7.0,activo
CHEMBL812088,N=C(NO)c1ccc(-c2ccc(-c3ccc(/C(N)=N\O)cc3)s2)nc1,187000.0,inactivo
CHEMBL812088,CO/N=C(\N)c1ccc(-c2ccc(-c3ccc(/C(N)=N/OC)cn3)o2)nc1,11100.0,inactivo
CHEMBL818116,CC1=CC(=O)c2c(O)cccc2C1=O,28000.0,inactivo
CHEMBL812088,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,2.2,activo
CHEMBL812088,N=C(NO)c1cccc(-c2ccc(-c3ccc(/C(N)=N\O)cn3)o2)c1,13300.0,inactivo
CHEMBL812088,N=C(N)c1ccc(-c2ccc(-c3cccc(C(=N)N)c3)o2)nc1,40.7,activo
CHEMBL812088,N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)nc3)o2)cc1,3.1,activo
CHEMBL812088,N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)cn3)o2)nc1,21.0,activo
CHEMBL818116,CC1=C(CCCCC(=O)NCCCNCCCNC(=O)CCCCC2=C(C)C(=O)c3cccc(O)c3C2=O)C(=O)c2c(O)cccc2C1=O,500.0,activo
CHEMBL815219,CCCCCCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,1000.0,activo
CHEMBL815219,CCCOc1cccc(Cc2cnc(N)nc2N)c1,13000.0,inactivo
CHEMBL815219,CC(C)Oc1cccc(Cc2cnc(N)nc2N)c1,14000.0,inactivo
CHEMBL815219,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,148000.0,inactivo
CHEMBL815219,CCOc1ccc(Cc2cnc(N)nc2N)cc1,24000.0,inactivo
CHEMBL815219,CCOc1cccc(Cc2cnc(N)nc2N)c1,21000.0,inactivo
CHEMBL815219,Nc1ncc(Cc2cccc(O)c2)c(N)n1,78000.0,inactivo
CHEMBL815219,CCCOc1ccc(Cc2cnc(N)nc2N)cc1,10000.0,inactivo
CHEMBL815219,CCCCCCCOc1cccc(Cc2c(C)nc(N)nc2N)c1,1000.0,activo
CHEMBL815219,COc1cccc(Cc2cnc(N)nc2N)c1,204000.0,inactivo
CHEMBL815219,CCCCCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,1000.0,activo
CHEMBL814902,C(CCCCNC1=NCCN1)CCCCNC1=NCCN1,225.0,activo
CHEMBL814902,C(CCCNC1=NCCN1)CCNC1=NCCN1,19300.0,inactivo
CHEMBL814902,C(CNCCNC1=NCCN1)CNC1=NCCN1,69100.0,inactivo
CHEMBL814902,O=C(NCCCN(CCO)CCNC(=O)OCc1ccccc1)OCc1ccccc1,14000.0,inactivo
CHEMBL814902,N=C(N)Nc1ccc(-c2ccc(NC(=N)N)cc2)cc1,270.0,activo
CHEMBL814902,c1cc(NC2=NCCN2)ccc1Cc1ccc(NC2=NCCN2)cc1,897.0,activo
CHEMBL814902,N=C(N)Nc1ccc(Cc2ccc(NC(=N)N)cc2)cc1,161.0,activo
CHEMBL814902,NCCCN(CCN)CCc1c[nH]c2ccccc12,13800.0,inactivo
CHEMBL814902,N=C(N)NCCCCCCCCNC(=N)N,251.0,activo
CHEMBL814902,O=C(NCCCN(CCNC(=O)OCc1ccccc1)CCc1c[nH]c2ccccc12)OCc1ccccc1,1000.0,activo
CHEMBL814902,C1CNC(N2CCC(N3CCN(C4=NCCN4)CC3)CC2)=N1,71200.0,inactivo
CHEMBL814902,CC(C)(C)OC(=O)NCC/N=C(\S)N1CCC(N2CCN(/C(S)=N\CCNC(=O)OC(C)(C)C)CC2)CC1,12600.0,inactivo
CHEMBL814902,CC(C)(C)OC(=O)/N=C(/C=C(/O)OC(C)(C)C)Nc1ccc(Cc2ccc(N/C(=N\C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)cc2)cc1,31700.0,inactivo
CHEMBL814902,N=C(N)NCCCNCCCNC(=N)N,21200.0,inactivo
CHEMBL814902,CN(CCN)CCCN,61800.0,inactivo
CHEMBL814902,CCCCC[P+](CCCCC)(CCCCC)c1ccc(C(=O)c2ccc([P+](CCCCC)(CCCCC)CCCCC)cc2)cc1.[Br-].[Br-],414.0,activo
CHEMBL814902,CC(C)(C)OC(=O)N1CCN(C(=O)OC(C)(C)C)C1=Nc1ccc(Nc2ccc(N=C3N(C(=O)OC(C)(C)C)CCN3C(=O)OC(C)(C)C)cc2)cc1,48.0,activo
CHEMBL814902,CC(C)(C)OC(=O)/N=C(/C=C(/O)OC(C)(C)C)Nc1ccc(Nc2ccc(N/C(=N\C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)cc2)cc1,470.0,activo
CHEMBL814902,CC(C)(C)OC(=O)N1CCC(N2CCN(C(=O)OC(C)(C)C)CC2)CC1,30300.0,inactivo
CHEMBL814902,CC(C)(C)OC(=O)/N=C(\NC(=O)OC(C)(C)C)Nc1cccc(N2CCN(c3cccc(N/C(=N\C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)c3)CC2)c1,13800.0,inactivo
CHEMBL814902,CCCCCCCCCCCCNC(=N)N,11000.0,inactivo
CHEMBL814902,N=C(N)NCCCCCCCCCCCCNC(=N)N,47.0,activo
CHEMBL814902,N=C(N)NCCNCCNC(=N)N,16100.0,inactivo
CHEMBL814902,C(CCCCNC1=NCCN1)CCCNC1=NCCN1,453.0,activo
CHEMBL814902,O=S(=O)(c1ccc(NC2=NCCN2)cc1)c1ccc(NC2=NCCN2)cc1,32400.0,inactivo
CHEMBL814902,c1cc(-c2ccc(NC3=NCCN3)cc2)ccc1NC1=NCCN1,118.0,activo
CHEMBL814902,N=C(N)Nc1ccc(Nc2ccc(NC(=N)N)cc2)cc1,220.0,activo
CHEMBL814902,CN(CCCNC1=NCCN1)CCNC1=NCCN1,46600.0,inactivo
CHEMBL814902,C1CNC(NCCNCCNC2=NCCN2)=N1,84400.0,inactivo
CHEMBL814902,c1ccc(CCN(CCCNC2=NCCN2)CCNC2=NCCN2)cc1,27600.0,inactivo
CHEMBL814902,CC(C)(C)OC(=O)/N=C(\NC(=O)OC(C)(C)C)Nc1ccc(S(=O)(=O)c2ccc(N/C(=N/C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)cc2)cc1,24400.0,inactivo
CHEMBL814902,CCCCCCCCCN=C(N)N,19900.0,inactivo
CHEMBL814902,N=C(N)NCCCCCCCCCNC(=N)N,49.0,activo
CHEMBL814902,C1CCC(/N=C(\NC2CCCCC2)N(CCCN=C(NC2CCCCC2)NC2CCCCC2)CCN=C(NC2CCCCC2)NC2CCCCC2)CC1,980.0,activo
CHEMBL814902,CCCCCCCCN=C(N)N,49100.0,inactivo
CHEMBL814902,c1cc(Nc2ccc(NC3=NCCN3)cc2)ccc1NC1=NCCN1,69.0,activo
CHEMBL814902,CCOC(CNC(=N)Nc1ccc(Cc2ccc(NC(=N)NCC(OCC)OCC)cc2)cc1)OCC,316.0,activo
CHEMBL814902,C1CC(N2CCNCC2)CCN1,57900.0,inactivo
CHEMBL814902,C(CCCCCCNC1=NCCN1)CCCCCNC1=NCCN1,107.0,activo
CHEMBL814902,N=C(N)NCCCNCCNC(=N)N,21400.0,inactivo
CHEMBL814902,C(CNCCCNC1=NCCN1)CNC1=NCCN1,29700.0,inactivo
CHEMBL814902,CC(C)(C)OC(=O)N1CCN(C(=O)OC(C)(C)C)C1=Nc1ccc(Cc2ccc(N=C3N(C(=O)OC(C)(C)C)CCN3C(=O)OC(C)(C)C)cc2)cc1,11600.0,inactivo
CHEMBL814902,N=C(N)Nc1ccc(C(=O)c2ccc(NC(=N)N)cc2)cc1,206.0,activo
CHEMBL814902,CCCNCCCNC1=NCCN1,113100.0,inactivo
CHEMBL814902,NCCCN(CCN)CCc1ccccc1,17400.0,inactivo
CHEMBL814902,O=C(c1ccc(Br)cc1)c1ccc(Br)cc1,25900.0,inactivo
CHEMBL814902,O=[N+]([O-])c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,41800.0,inactivo
CHEMBL814902,CCOC(CNC(=N)Nc1ccc(Nc2ccc(NC(=N)NCC(OCC)OCC)cc2)cc1)OCC,228.0,activo
CHEMBL712523,O=S(=O)(c1cc(C(F)(F)F)ccc1F)N1CCCCCC1,108000.0,inactivo
CHEMBL712523,CNS(=O)(=O)c1cc(C(F)(F)F)ccc1Cl,450000.0,inactivo
CHEMBL712523,O=S(=O)(c1cc(C(F)(F)F)ccc1Cl)N1CCCC1,115000.0,inactivo
CHEMBL712523,O=S(=O)(c1cc(C(F)(F)F)ccc1Cl)N1CCCCC1,110000.0,inactivo
CHEMBL712523,CCN(CC)CCNS(=O)(=O)c1cc(C(F)(F)F)ccc1Cl.Cl,450000.0,inactivo
CHEMBL712523,CN1CCN(S(=O)(=O)c2cc(C(F)(F)F)ccc2Cl)CC1,321000.0,inactivo
CHEMBL712523,NS(=O)(=O)c1cc(C(F)(F)F)ccc1F,450000.0,inactivo
CHEMBL712523,O=S(=O)(c1cc(C(F)(F)F)ccc1Cl)N1CCN(c2ccccn2)CC1,44000.0,inactivo
CHEMBL712523,O=S(=O)(c1cc(C(F)(F)F)ccc1Cl)N1CCCCCC1,56000.0,inactivo
CHEMBL712523,O=S(=O)(c1cc(C(F)(F)F)ccc1F)N1CCCC1,450000.0,inactivo
CHEMBL712523,CN1CCN(S(=O)(=O)c2cc(C(F)(F)F)ccc2F)CC1,199000.0,inactivo
CHEMBL712523,O=S(=O)(c1cc(C(F)(F)F)ccc1N1CCCC1)N1CCCC1,23000.0,inactivo
CHEMBL712523,O=S(=O)(c1cc(C(F)(F)F)ccc1F)N1CCN(c2ccccn2)CC1,450000.0,inactivo
CHEMBL712523,CNS(=O)(=O)c1cc(C(F)(F)F)ccc1F,450000.0,inactivo
CHEMBL712523,NS(=O)(=O)c1cc(C(F)(F)F)ccc1Cl,450000.0,inactivo
CHEMBL712523,O=S(=O)(c1cc(C(F)(F)F)ccc1F)N1CCCCC1,418000.0,inactivo
CHEMBL712523,CCN(CC)CCNS(=O)(=O)c1cc(C(F)(F)F)ccc1F.Cl,450000.0,inactivo
CHEMBL815220,C[S+](C[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O)C1C=CC(ON)C1.[Br-],900.0,activo
CHEMBL680373,COc1cc(C(=O)N[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(NCc4cccc5ccccc45)ncnc32)ccc1OC(C)=O,10000.0,inactivo
CHEMBL680373,COc1cc(OC)cc(C(=O)N[C@@H]2C(Cn3cnc4c(N)ncnc43)OC(CNC(=O)C(c3ccccc3)c3ccccc3)[C@@H]2O)c1,60000.0,inactivo
CHEMBL680373,COc1cc(OC)cc(C(=O)N[C@@H]2C(Cn3cnc4c(NC5CCCc6ccccc65)ncnc43)OC(CO)[C@@H]2O)c1,75000.0,inactivo
