,molecule_chembl_id,valor_bioactividad,canonical_smiles,Peso_Molecular,LogP,Num_Donadores_H,Num_Aceptores,pIC50
40,CHEMBL660279,inactivo,S=C(Nc1ccccc1)N1CCC(c2cccc(Br)c2)=N1,360.28,4.255900000000003,1.0,2.0,5.0
41,CHEMBL816825,inactivo,Nc1ncnc2c1cnn2[C@H]1C[C@@H](O)[C@H](O)[C@@H]1O,251.246,-1.5640000000000005,4.0,8.0,4.275724130399211
42,CHEMBL660279,activo,COc1ccc2ccccc2c1/C=N/N=C(/N)S,259.33399999999995,2.4267999999999996,2.0,3.0,6.251811972993799
43,CHEMBL660279,inactivo,C/C(=N\N=C(\N)S)c1ccccc1Cl,227.72000000000003,2.3085000000000004,2.0,2.0,5.0
44,CHEMBL660279,inactivo,CC/C(=N\N=C(/S)NC(C)C)c1cccc(Br)c1,328.279,3.847000000000002,2.0,2.0,5.0
45,CHEMBL660279,activo,NC(=S)N1CCC(c2ccc(Cl)c(Cl)c2)=N1,274.176,2.6468000000000007,1.0,2.0,7.221848749616356
46,CHEMBL660279,inactivo,CC(C)/N=C(\S)N1CCC(c2cccc(Br)c2)=N1,326.263,3.5531000000000024,1.0,2.0,5.0
47,CHEMBL660279,inactivo,NC(=O)N/N=C/c1ccc(-c2ccc(Br)cc2)o1,308.135,2.7113000000000005,2.0,3.0,5.0
48,CHEMBL816826,inactivo,Nc1ncnc2c1cnn2[C@@H]1C=C[C@H](O)C1,217.232,0.27039999999999986,2.0,6.0,4.0
49,CHEMBL660279,inactivo,CC/N=C(\S)N/N=C(\CC)c1cccc(Br)c1,314.25199999999995,3.4585000000000026,2.0,2.0,5.0
50,CHEMBL660279,inactivo,CC/C(=N\NC(N)=O)c1ccc(Cl)c(Cl)c1,260.12399999999997,2.7758000000000003,2.0,2.0,5.0
51,CHEMBL816825,inactivo,Nc1ncnc2c1cnn2[C@H]1C=C[C@H](O)[C@@H]1O,233.23100000000002,-0.7588000000000006,3.0,7.0,4.0
52,CHEMBL660279,inactivo,COc1ccc(/C=N/NC(N)=S)cc1O,225.273,0.5679000000000001,3.0,4.0,5.0
53,CHEMBL660279,inactivo,C/C(=N\NC(N)=O)c1cccc(C(F)(F)F)c1,245.20399999999998,2.0976999999999997,2.0,2.0,5.0
54,CHEMBL660279,inactivo,CC/C(=N\N=C(/S)NCc1ccco1)c1cccc(Br)c1,366.284,4.2318000000000024,2.0,3.0,5.0
55,CHEMBL816825,activo,Nc1ncnc2c1ccn2[C@H]1C[C@@H](O)[C@H](O)[C@@H]1O,250.25799999999998,-0.9590000000000003,4.0,7.0,6.070581074285707
56,CHEMBL816826,inactivo,Nc1ncnc2c1cnn2[C@H]1C=C[C@@H](O)C1,217.232,0.27039999999999986,2.0,6.0,4.0
57,CHEMBL660279,inactivo,N/C(S)=N/N=C/c1cc(C#Cc2ccccc2)cs1,285.397,2.726300000000001,2.0,3.0,5.0
58,CHEMBL660279,inactivo,CC/C(=N\N=C(\N)S)c1ccc(Br)cc1,286.198,2.8077000000000005,2.0,2.0,5.0
59,CHEMBL660279,inactivo,CC/C(=N\N=C(\N)S)c1ccc(Cl)cc1,241.747,2.6986,2.0,2.0,5.0
60,CHEMBL660279,activo,N=C(S)N/N=C/c1cccc(C(F)(F)F)c1,247.24499999999998,2.4934700000000003,3.0,2.0,6.318758762624412
61,CHEMBL816826,inactivo,C[C@@H]1C[C@H](n2ncc3c(N)ncnc32)[C@@H](O)[C@H]1O,249.274,-0.28880000000000017,3.0,7.0,4.0
62,CHEMBL660279,activo,N/C(S)=N/N=C/c1cc(Cl)cc(Cl)c1,248.138,2.5718000000000005,2.0,2.0,6.251811972993799
63,CHEMBL660279,activo,CC1CN(C(=N)S)N=C1c1cccc(C(F)(F)F)c1,287.30999999999995,3.2257700000000016,2.0,2.0,7.3979400086720375
64,CHEMBL660279,activo,N/C(S)=N/N=C/c1ccc(Cl)c(Cl)c1,248.138,2.5718000000000005,2.0,2.0,6.337242168318426
65,CHEMBL816827,inactivo,Nc1ncnc2c1cnn2[C@@H]1C[C@H](O)[C@@H](O)[C@H]1O,251.246,-1.5640000000000005,4.0,8.0,4.0
66,CHEMBL660279,inactivo,CC/C(=N\N=C(\N)S)c1ccc(Cl)cc1Cl,276.192,3.352000000000001,2.0,2.0,5.0
67,CHEMBL660279,inactivo,C/C(=N\N=C(\N)S)c1ccc(N2CCOCC2)cc1,278.381,1.4917000000000002,2.0,4.0,5.0
68,CHEMBL660279,activo,CC/C(=N\N=C(\N)S)c1cccc(Br)c1,286.198,2.8077000000000005,2.0,2.0,7.0
69,CHEMBL660279,inactivo,CN(C)c1ccc(/C=N/N=C(/N)S)c2ccccc12,272.377,2.4842000000000004,2.0,3.0,5.0
70,CHEMBL816827,inactivo,Nc1ncnc2c1cnn2[C@@H]1CC[C@@H](O)[C@H]1O,235.24699999999999,-0.5348000000000003,3.0,7.0,4.0
71,CHEMBL660279,activo,CC/C(=N\N=C(\N)S)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,343.296,4.082800000000001,2.0,2.0,7.698970004336019
72,CHEMBL660279,activo,NC(=S)N1CCC(c2cccc(Cl)c2)=N1,239.73100000000002,1.9934,1.0,2.0,6.568636235841013
73,CHEMBL660279,activo,CC/C(=N\N=C(\N)S)c1cccc(Cl)c1,241.747,2.6986000000000008,2.0,2.0,6.657577319177793
74,CHEMBL660279,inactivo,CC/C(=N\NC(N)=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,327.22799999999995,3.5066000000000015,2.0,2.0,5.0
75,CHEMBL660279,inactivo,CC/C(=N\N=C(\N)S)c1cccc(F)c1,225.292,2.1843000000000004,2.0,2.0,5.0
76,CHEMBL660279,inactivo,N/C(S)=N/N=C/c1cccc(Cl)c1Cl,248.138,2.5718000000000005,2.0,2.0,5.0
77,CHEMBL660279,inactivo,C/N=C(\S)N1CCC(c2cccc(Br)c2)=N1,298.209,2.7745000000000015,1.0,2.0,5.0
78,CHEMBL703845,inactivo,C[N+]1(CCOP(=O)([O-])OCCOC2CCCCC2)CCOCC1,351.3800000000002,1.3141,0.0,6.0,4.0
79,CHEMBL703845,inactivo,C[N+](C)(C)CCOP(=O)([O-])OCCCCCC12CC3CC(CC(C3)C1)C2,387.5010000000002,3.9710000000000027,0.0,4.0,4.0
