index,molecule_chembl_id,canonical_smiles,standard_value,is_valid
437,CHEMBL193320,Nc1nc(N)nc(N/N=C/c2ccc([N+](=O)[O-])o2)n1,80.0,True
440,CHEMBL362928,CNc1nc(N)nc(N/N=C/c2ccc([N+](=O)[O-])o2)n1,80.0,True
443,CHEMBL381718,Nc1ncnc2c1ncn2[C@@H]1O[C@H](/C=C/I)[C@@H](O)[C@H]1O,9.0,True
444,CHEMBL380883,Nc1ncnc2c1ncn2[C@@H]1O[C@](S)(CO)[C@@H](O)[C@H]1O,14.0,True
445,CHEMBL381504,O[C@@H]1[C@H](O)[C@@H](/C=C/F)O[C@H]1n1cnc2c(NC3CC3)ncnc21,19.0,True
446,CHEMBL381512,O[C@@H]1[C@H](O)[C@@H](/C=C/I)O[C@H]1n1cnc2c(NC3CC3)ncnc21,12.0,True
447,CHEMBL383769,N#C/N=C/[C@H]1O[C@@H](n2cnc3c(NC4CC4)ncnc32)[C@H](O)[C@@H]1O,19.0,True
448,CHEMBL206231,Nc1ncnc2c1ncn2[C@@H]1O[C@H](/C=C\I)[C@@H](O)[C@H]1O,45.0,True
452,CHEMBL381751,CN(C/C=C\CN)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,0.02,True
453,CHEMBL191917,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCO)[C@@H](O)[C@H]1O,0.16,True
454,CHEMBL380728,CC(=O)OCCSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](OC(C)=O)[C@@H]1OC(C)=O,0.12,True
456,CHEMBL208745,CC(=O)OCCSSCCOP(=O)(OCCSSCCOC(C)=O)Oc1ccc(O)c(C=O)c1,50000.0,True
457,CHEMBL208713,CC(C)(C)C(=O)SCCOP(=O)(OCCSC(=O)C(C)(C)C)Oc1ccc(O)c(C=O)c1,16000.0,True
458,CHEMBL210961,CC(=O)Oc1ccccc1CCC(=O)OCOP(=O)(OCOC(=O)CCc1ccccc1OC(C)=O)Oc1ccc(O)c(C=O)c1,50000.0,True
459,CHEMBL209085,CC(C)(C)C(=O)OCOP(=O)(OCOC(=O)C(C)(C)C)Oc1ccc(O)c(C=O)c1,20000.0,True
460,CHEMBL379972,O=Cc1cc(OP(=O)([O-])[O-])ccc1O.[Na+].[Na+],50000.0,True
462,CHEMBL245898,C1C2CC3CC1CC(C2)C31CN1,30000.0,True
463,CHEMBL959,CC(N)C12CC3CC(CC(C3)C1)C2,7040.0,True
464,CHEMBL660,NC12CC3CC(CC(C3)C1)C2,130000.0,True
465,CHEMBL392595,O=C1NC(=O)C2(C(=O)N1)C1CC3CC(C1)CC2C3,20000.0,True
466,CHEMBL438333,CN1CCC2(CC1)C1CC3CC(C1)CC2C3,20000.0,True
467,CHEMBL247304,C1CC2(CCN1)C1CC3CC(C1)CC2C3,5280.0,True
468,CHEMBL396099,CN1CCC12C1CC3CC(C1)CC2C3,25000.0,True
469,CHEMBL254227,CCC(C)CNc1nc(C#N)nc2c1ncn2C1CCCC1,1100.0,True
470,CHEMBL254618,COCCCn1cnc2c(NCc3ccc(Cl)c(Cl)c3)nc(C#N)nc21,150.0,True
471,CHEMBL400542,N#Cc1nc(NCc2ccc(Cl)c(Cl)c2)c2ncn(CCCCCO)c2n1,60.0,True
472,CHEMBL254617,N#Cc1nc(NCc2ccc(Cl)c(Cl)c2)c2ncn(CC(O)CO)c2n1,450.0,True
473,CHEMBL254412,N#Cc1nc(NCc2ccc(Cl)c(Cl)c2)c2ncn(CCCO)c2n1,110.0,True
474,CHEMBL255038,CCCCn1cnc2c(NCc3ccc(Cl)c(Cl)c3)nc(C#N)nc21,180.0,True
475,CHEMBL400663,N#Cc1nc(NCc2ccc(Cl)c(Cl)c2)c2ncn(CCO)c2n1,600.0,True
476,CHEMBL254828,N#Cc1nc(NCc2ccc(Br)cc2)c2ncn(CCCc3ccccc3)c2n1,420.0,True
477,CHEMBL436637,N#Cc1nc(NCc2ccc(Br)cc2)c2ncn(Cc3ccccc3)c2n1,1100.0,True
478,CHEMBL254827,CCCCn1cnc2c(NCc3ccc(Br)cc3)nc(C#N)nc21,540.0,True
479,CHEMBL400522,N#Cc1nc(NCc2ccc(Cl)cc2)c2ncn(Cc3cccc(C(F)(F)F)c3)c2n1,340.0,True
480,CHEMBL252121,COc1ccc(Cn2cnc3c(NCc4ccc(Cl)cc4)nc(C#N)nc32)cc1,270.0,True
481,CHEMBL398504,N#Cc1nc(NCc2ccc(Cl)cc2)c2ncn(Cc3cccnc3)c2n1,500.0,True
482,CHEMBL251923,N#Cc1nc(NCc2ccc(F)cc2)c2ncn(Cc3ccccc3)c2n1,900.0,True
483,CHEMBL399027,CCCCn1cnc2c(NCc3ccc(F)cc3)nc(C#N)nc21,700.0,True
484,CHEMBL252729,N#Cc1nc(NCc2ccc(F)cc2)c2ncn(CCCCO)c2n1,800.0,True
485,CHEMBL252933,N#Cc1nc(NCc2ccccc2)c2ncn(Cc3cccc(C(F)(F)F)c3)c2n1,260.0,True
486,CHEMBL253831,N#Cc1nc(NCCc2ccccc2)c2ncn(Cc3ccccc3)c2n1,2400.0,True
487,CHEMBL398708,CCCCn1cnc2c(NCCc3ccccc3)nc(C#N)nc21,1500.0,True
488,CHEMBL253830,N#Cc1nc(NCCc2ccccc2)c2ncn(Cc3cccnc3)c2n1,4400.0,True
489,CHEMBL253829,N#Cc1nc(NCc2ccc(Cl)cc2)c2ncn(Cc3ccccc3)c2n1,1500.0,True
490,CHEMBL398507,N#Cc1nc(NCc2ccc(Cl)cc2)c2ncn(CC3CCCCC3)c2n1,10000.0,True
491,CHEMBL253611,N#Cc1nc(NCc2ccc(Cl)cc2)c2ncn(C3CCCC3)c2n1,1200.0,True
492,CHEMBL255080,CCCCn1cnc2c(NCc3ccc(Cl)cc3)nc(C#N)nc21,850.0,True
493,CHEMBL400454,N#Cc1nc(NCc2ccccc2)c2ncn(Cc3ccccc3)c2n1,2000.0,True
494,CHEMBL400453,N#Cc1nc(NCc2ccccc2)c2ncn(C3CCCC3)c2n1,1700.0,True
495,CHEMBL255079,CCCCn1cnc2c(NCc3ccccc3)nc(C#N)nc21,1700.0,True
496,CHEMBL400248,Cc1cccc(CNc2nc(C#N)nc3c2ncn3Cc2ccccc2)c1,480.0,True
497,CHEMBL252558,Cc1cccc(CNc2nc(C#N)nc3c2ncn3CC2CCCCC2)c1,2200.0,True
498,CHEMBL398311,Cc1cccc(CNc2nc(C#N)nc3c2ncn3C2CCCC2)c1,1100.0,True
499,CHEMBL252363,CCCCn1cnc2c(NCc3cccc(C)c3)nc(C#N)nc21,270.0,True
500,CHEMBL252362,COc1ccc(CNc2nc(C#N)nc3c2ncn3C2CCCC2)cc1,800.0,True
501,CHEMBL399513,CC(Nc1nc(C#N)nc2c1ncn2Cc1ccccc1)c1ccccc1,1300.0,True
502,CHEMBL252361,CC(Nc1nc(C#N)nc2c1ncn2C1CCCC1)c1ccccc1,3400.0,True
503,CHEMBL252158,CCCCn1cnc2c(NC(C)c3ccccc3)nc(C#N)nc21,1500.0,True
504,CHEMBL252157,CCCCCCNc1nc(C#N)nc2c1ncn2Cc1ccccc1,700.0,True
505,CHEMBL399095,CCCCCCNc1nc(C#N)nc2c1ncn2CC1CCCCC1,3600.0,True
506,CHEMBL252156,CCCCCCNc1nc(C#N)nc2c1ncn2C1CCCC1,1500.0,True
507,CHEMBL251959,CCCCCCNc1nc(C#N)nc2c1ncn2CCCC,440.0,True
508,CHEMBL399094,N#Cc1nc(NC2CCCCC2)c2ncn(Cc3ccccc3)c2n1,330.0,True
509,CHEMBL252360,N#Cc1nc(NC2CCCCC2)c2ncn(C3CCCCC3)c2n1,1400.0,True
510,CHEMBL402052,CCCn1cnc2c(NC3CCCCC3)nc(C#N)nc21,12000.0,True
511,CHEMBL252359,CCC(C)CNc1nc(C#N)nc2c1ncn2Cc1ccccc1,3400.0,True
512,CHEMBL252934,N#Cc1nc(NCc2ccc(Cl)cc2)c2ncn(CCCO)c2n1,310.0,True
513,CHEMBL398505,N#Cc1nc(NCc2ccc(Cl)cc2)c2ncn(CCCCO)c2n1,600.0,True
514,CHEMBL400543,COCOCCn1cnc2c(NCc3ccc(Cl)c(Cl)c3)nc(C#N)nc21,320.0,True
515,CHEMBL35241,N=C(N)c1ccc(/N=N/Nc2ccc(C(=N)N)cc2)cc1,20.0,True
517,CHEMBL254619,COC(CCn1cnc2c(NCc3ccc(Cl)c(Cl)c3)nc(C#N)nc21)OC,220.0,True
518,CHEMBL1569,Cl.NC12CC3CC(CC(C3)C1)C2,132400.0,True
519,CHEMBL535396,CC(N)C12CC3CC(CC(C3)C1)C2.Cl,7040.0,True
520,CHEMBL270260,CCCCCCCCCCCCCCC12CC3CC(CC(C3)/C1=N\NC(N)=S)C2,420.0,True
521,CHEMBL269893,CCCCCCC12CC3CC(CC(C3)/C1=N\NC(N)=S)C2,2810.0,True
522,CHEMBL270339,N=C(N)N/N=C1\C2CC3CC(C2)CC1(Cc1ccccc1)C3,410.0,True
523,CHEMBL409316,N=C(N)N/N=C1\C2CC3CC(C2)CC1(c1ccccc1)C3,2120.0,True
524,CHEMBL273129,CCCCCCCCCCCCCCC12CC3CC(CC(C3)/C1=N\NC(=N)N)C2,840.0,True
525,CHEMBL429426,CCCCCCCCCCC12CC3CC(CC(C3)/C1=N\NC(=N)N)C2,90.0,True
526,CHEMBL404602,CCCCCCCCC12CC3CC(CC(C3)/C1=N\NC(=N)N)C2,6000.0,True
527,CHEMBL537456,Cl.NC12CC3CC(C1)CC(C1CCCCC1)(C3)C2,520.0,True
528,CHEMBL405896,CCCCCCC12CC3CC(CC(C3)/C1=N\NC(=N)N)C2,6000.0,True
529,CHEMBL537471,Cl.NC1CCC(C23CC4CC(CC(C4)C2)C3)CC1,330.0,True
530,CHEMBL270540,CCCCCCCCCCCCC12CC3CC(CC(C3)C1NCC)C2,590.0,True
531,CHEMBL270541,CCCCCCCCCCC12CC3CC(CC(C3)C1NCC)C2,1090.0,True
532,CHEMBL273132,CCCCCCC12CC3CC(CC(C3)C1NCC)C2,2000.0,True
533,CHEMBL539354,Cl.NCCC12CC3CC(C1)CC(c1ccccc1)(C3)C2,620.0,True
534,CHEMBL406103,NC1C2CC3CC(C2)CC1(Cc1ccccc1)C3,2070.0,True
535,CHEMBL273131,CCCCCCCCCCCCCCC12CC3CC(CC(C3)C1N)C2,920.0,True
536,CHEMBL271608,CCCCCCCCCCCCC12CC3CC(CC(C3)C1N)C2,470.0,True
537,CHEMBL261602,CCCCCCCCCCC12CC3CC(CC(C3)C1N)C2,480.0,True
538,CHEMBL261601,CCCCCCCCC12CC3CC(CC(C3)C1N)C2,800.0,True
539,CHEMBL270471,CCCCCCC12CC3CC(CC(C3)C1N)C2,1320.0,True
540,CHEMBL411451,CC(C)(C)C(=O)SCCOP(=O)(OCCSC(=O)C(C)(C)C)Oc1ccc(O)c(C(=O)O)c1,20000.0,True
541,CHEMBL507331,CO[C@@H]1C(=O)CC[C@]2(CO2)[C@]1(O)/C(C)=C/CC=C(C)C,41500.0,True
542,CHEMBL522043,CO[C@@H]1[C@@H](OC(=O)c2ccccc2)CC[C@]2(CO2)[C@]1(O)/C(C)=C/CC=C(C)C,4200.0,True
543,CHEMBL495450,CO[C@H]1C(=O)[C@]2(CC[C@@H]1OC(=O)c1ccccc1)CO2,47300.0,True
544,CHEMBL495449,O=C(O[C@@H]1CC[C@]2(CO2)[C@@H](O)[C@H]1O)c1ccccc1,720.0,True
545,CHEMBL510953,O=C(O[C@H]1CC[C@]2(CO2)[C@H](O)[C@@H]1O)c1ccccc1,325000.0,True
546,CHEMBL494204,CO[C@@H]1[C@H](O[Si](C)(C)C(C)(C)C)CC[C@]2(CO2)[C@@]1(O)/C(C)=C/CC=C(C)C,400.0,True
547,CHEMBL523186,CO[C@@H]1[C@]2(CC[C@H](O[Si](C)(C)C(C)(C)C)[C@@]1(O)/C(C)=C/CC=C(C)C)CO2,280.0,True
548,CHEMBL505434,CCC12CC3CC(C1)CC(N(C)C)(C3)O2,10920.0,True
550,CHEMBL472483,CN(C)C12CC3CC(CC(C)(C3)O1)C2,3970.0,True
552,CHEMBL169,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,4000.0,True
553,CHEMBL410525,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,17000.0,True
554,CHEMBL505029,C[C@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O)C(CO)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,16000.0,True
555,CHEMBL502715,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4000.0,True
556,CHEMBL507467,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,32000.0,True
557,CHEMBL450120,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,32000.0,True
558,CHEMBL448388,C[C@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,32000.0,True
559,CHEMBL503930,C[C@@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,32000.0,True
560,CHEMBL506853,CC(=O)OC[C@H]1O[C@@H](OC(=O)[C@]23CC[C@@H](C)[C@@](C)(OC(C)=O)[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](OC(C)=O)[C@H](O[C@@H]7O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]7OC(C)=O)[C@H]6OC(C)=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,32000.0,True
561,CHEMBL449323,C[C@H]1[C@H](C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,32000.0,True
562,CHEMBL500001,C[C@H]1[C@H](C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,32000.0,True
563,CHEMBL449257,C[C@H]1[C@H](C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,32000.0,True
564,CHEMBL508539,C[C@@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,32000.0,True
565,CHEMBL399873,C[C@H]1[C@H](C)CC[C@]2(CO)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,32000.0,True
566,CHEMBL448464,CC(N)C12CC3(C)CC1CC3(C)C2,6020.0,True
569,CHEMBL1229937,O=C(CO)CO,1030000.0,True
570,CHEMBL45967,ClCCl,0.3,True
571,CHEMBL476694,C=C1CCC[C@@H]2[C@@H](CC[C@@]3(C)CC[C@H]([C@H](C)C(=O)O)OO3)[C@H](C)CC[C@@]12C,0.2,True
572,CHEMBL32838,CO[C@@H]1[C@H](OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,26000.0,True
573,CHEMBL424278,CO[C@@H]1[C@H](OC(=O)NC(=O)CCl)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,2800.0,True
574,CHEMBL569803,CO[C@@H]1[C@H](OC(=O)NN2CCNCC2)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,28000.0,True
575,CHEMBL578806,CO[C@@H]1[C@H](OC(=O)N[C@H]2CN3CCC2CC3)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,24000.0,True
576,CHEMBL584954,CO[C@@H]1[C@H](OC(=O)NCc2ccc(C(=O)O)cc2)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,42000.0,True
580,CHEMBL571384,CO[C@@H]1[C@H](OC(=O)N[C@@H](C(=O)NN2CCCCC2)C(C)C)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,55.0,True
581,CHEMBL570030,CO[C@@H]1[C@H](OC(=O)N[C@@H](C(=O)NCCCN(C)C)C(C)C)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,25.0,True
582,CHEMBL569116,CO[C@@H]1[C@H](OC(=O)N[C@@H](C(=O)NCCC2CCCN2C)C(C)C)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,19.0,True
583,CHEMBL585936,CO[C@@H]1[C@H](OC(=O)N[C@@H](C(=O)Nc2cccc(C(=O)O)c2)C(C)C)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,14.0,True
585,CHEMBL592226,C#CCN(CC#C)C12CC3CC(CC)(CC(C1)c1ccccc13)O2,14630.0,True
586,CHEMBL591993,C#CCNC12CC3CC(CC)(CC(C1)c1ccccc13)O2,15230.0,True
587,CHEMBL591766,CCC12CC3CC(NCc4ccccc4)(CC(C1)c1ccccc13)O2,13860.0,True
588,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,13750.0,True
785,CHEMBL1213379,CCCCC12CC3CC(C1)CC(NC)(C3)C2,2000.0,True
786,CHEMBL1213380,Cl.NCCCC12CC3CC(CC(C3)C1)C2,1000.0,True
787,CHEMBL1213381,CNC12CC3CC(C1)CC(C(C)C)(C3)C2,6000.0,True
788,CHEMBL1213382,CCCC1(N)CC(C)(C)CC(C)(C)C1,6000.0,True
789,CHEMBL1213421,CCCC1(C)CC(C)(C)CC(C)(N)C1.Cl,2000.0,True
790,CHEMBL1213422,CCCC1(CCC)CC(C)(C)CC(C)(N)C1.Cl,1000.0,True
791,CHEMBL1213423,CCCC1CC(C)(C)CC(C)(N)C1.Cl,3000.0,True
792,CHEMBL1213424,CCNC1(C)CC(C)(C)CC(C)(C)C1,6000.0,True
793,CHEMBL1213461,Cn1c2nc3ccccc3c-2cc2ccc(Br)cc21,27000.0,True
794,CHEMBL485019,Cn1c2nc3ccccc3c-2cc2ccc(Cl)cc21,9000.0,True
795,CHEMBL1213462,COc1ccc2cc3c4ccccc4nc-3n(C)c2c1,0.0,True
796,CHEMBL1213463,Cn1c2nc3ccccc3c-2cc2ccc(C(F)(F)F)cc21,17000.0,True
824,CHEMBL192069,COc1cc2cc(C(=O)Nc3cc(N)c4ccccc4c3CCCl)[nH]c2c(OC)c1OC,1.9,True
825,CHEMBL1254447,COc1cc2cc(C(=O)Nc3cc(O)c4ncc(C)cc4c3CCCl)[nH]c2c(OC)c1OC,56.0,True
826,CHEMBL144896,NP(=O)(OCc1ccc([N+](=O)[O-])cc1)N(CCCl)CCCl,3400.0,True
827,CHEMBL1256965,COc1cc([N+](=O)[O-])ccc1COP(N)(=O)N(CCCl)CCCl,1200.0,True
828,CHEMBL1256990,NP(=O)(OCc1ccc([N+](=O)[O-])c(F)c1)N(CCCl)CCCl,3200.0,True
829,CHEMBL1256991,NP(=O)(OCc1ccc([N+](=O)[O-])cc1F)N(CCCl)CCCl,268.0,True
830,CHEMBL1257016,NP(=O)(OCc1ccc([N+](=O)[O-])cc1C(F)(F)F)N(CCCl)CCCl,149.0,True
831,CHEMBL1257017,NP(=O)(OCc1ccc([N+](=O)[O-])cc1Cl)N(CCCl)CCCl,8.0,True
832,CHEMBL1257018,NP(=O)(OCc1c(F)cc([N+](=O)[O-])cc1F)N(CCCl)CCCl,7.0,True
834,CHEMBL1256799,O=[N+]([O-])c1ccc([C@@H]2CCN[P@](=O)(N(CCCl)CCCl)O2)cc1,1800.0,True
835,CHEMBL1256401,O=C(OCc1ccc([N+](=O)[O-])cc1)N(CCCl)CCCl,1800.0,True
836,CHEMBL1256989,Cc1cc(COP(N)(=O)N(CCCl)CCCl)ccc1[N+](=O)[O-],1800.0,True
837,CHEMBL1256966,COc1cc(COP(N)(=O)N(CCCl)CCCl)ccc1[N+](=O)[O-],1800.0,True
838,CHEMBL1256964,NP(=O)(OCc1cccc([N+](=O)[O-])c1)N(CCCl)CCCl,1800.0,True
839,CHEMBL1256928,NP(=O)(OCc1ccccc1[N+](=O)[O-])N(CCCl)CCCl,1800.0,True
840,CHEMBL1256927,CC(OP(N)(=O)N(CCCl)CCCl)c1ccc([N+](=O)[O-])cc1,1800.0,True
841,CHEMBL1256926,O=[N+]([O-])c1ccc([C@@H]2CCN[P@@](=O)(N(CCCl)CCCl)N2)cc1,1800.0,True
842,CHEMBL1256888,O=[N+]([O-])c1ccc([C@@H]2CCN[P@](=O)(N(CCCl)CCCl)N2)cc1,1800.0,True
843,CHEMBL1256887,CC(C)(C(=O)N[C@@H]1CCN[P@@](=O)(N(CCCl)CCCl)O1)c1ccccc1[N+](=O)[O-],1800.0,True
844,CHEMBL1256855,CC(C)(C(=O)N[C@@H]1CCN[P@](=O)(N(CCCl)CCCl)O1)c1ccccc1[N+](=O)[O-],1800.0,True
845,CHEMBL1256823,O=[N+]([O-])c1ccc([C@@H]2CCO[P@@](=O)(N(CCCl)CCCl)N2)cc1,1800.0,True
846,CHEMBL1256822,O=[N+]([O-])c1ccc([C@@H]2CCO[P@](=O)(N(CCCl)CCCl)N2)cc1,1800.0,True
847,CHEMBL1256821,O=[N+]([O-])c1ccc([C@@H]2CCN[P@@](=O)(N(CCCl)CCCl)O2)cc1,1800.0,True
849,CHEMBL1275718,CN(C)CCC[C@]1(O)CC2CC3CC(C2)C1C3,840.0,True
850,CHEMBL1275767,CN(C)CCCC12CC3CC(CC(C3)C1O)C2,840.0,True
851,CHEMBL1275769,NC1C2CC3CC(C2)CC1(c1ccccc1)C3,11100.0,True
852,CHEMBL1275717,CNC1(c2ccccn2)C2CC3CC(C2)CC1C3,24600.0,True
853,CHEMBL1200010,CNC(CN)C12CC3CC(CC(C3)C1)C2,5200.0,True
855,CHEMBL1275695,NC1(CO)C2CC3CC(C2)CC1C3,9400.0,True
868,CHEMBL566743,CC(=O)Oc1ccc2c(c1)C(C)=CC(C)(C)N2Cc1ccccc1,58.0,True
869,CHEMBL1644655,CC(=O)Oc1ccc2c(c1)C(C)=CC(C)(C)N2Cc1ccc(F)c(F)c1,79.0,True
870,CHEMBL1644656,COc1ccccc1CN1c2ccc(OC(C)=O)cc2C(C)=CC1(C)C,41.0,True
871,CHEMBL1644657,CC(=O)Oc1ccc2c(c1)C(C)=CC(C)(C)N2Cc1ccc(C(C)C)cc1,970.0,True
872,CHEMBL1644658,CC1=CC(C)(C)N(Cc2ccccc2)c2ccc(O)cc21.Cl,38.0,True
873,CHEMBL1644659,CC1=CC(C)(C)N(Cc2ccc(F)c(F)c2)c2ccc(O)cc21.Cl,68.0,True
874,CHEMBL1644660,COc1ccccc1CN1c2ccc(O)cc2C(C)=CC1(C)C.Cl,45.0,True
875,CHEMBL1644661,CC(=O)Oc1c(Cl)cc2c(c1Cl)C(C)=CC(C)(C)N2Cc1ccccc1,490.0,True
876,CHEMBL1644662,CC(=O)Oc1cc(C)c2c(c1)C(C)=CC(C)(C)N2Cc1ccccc1,9200.0,True
877,CHEMBL1644663,COc1cc(OC(C)=O)cc2c1N(Cc1ccccc1)C(C)(C)C=C2C,100000.0,True
878,CHEMBL1644664,CC(=O)Oc1cc2c(cc1Cl)N(Cc1ccccc1)C(C)(C)C=C2C,220.0,True
879,CHEMBL1644665,CC(=O)Oc1cc2c(cc1-c1ccc(C(F)(F)F)cc1)N(Cc1ccccc1)C(C)(C)C=C2C,15000.0,True
880,CHEMBL1644666,CC(=O)Oc1cc2c(cc1C)N(Cc1ccccc1)C(C)(C)C=C2C,31.0,True
881,CHEMBL1644667,CC(=O)Oc1ccc2c(c1)C(c1ccccc1)=CC(C)(C)N2Cc1ccccc1,20000.0,True
887,CHEMBL1650840,O=[N+]([O-])c1cc(NCC(O)CO)c(N2CC2)c([N+](=O)[O-])c1,6400.0,True
888,CHEMBL1650838,COC(=O)CCNC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],1450.0,True
889,CHEMBL321399,O=C(NCCN1CCOCC1)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],890.0,True
890,CHEMBL23330,NC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],2970.0,True
892,CHEMBL111860,NC(=O)c1ccc([N+](=O)[O-])c(N2CC2)c1,10000.0,True
893,CHEMBL112126,CS(=O)(=O)c1cc([N+](=O)[O-])c(N2CC2)cc1C(N)=O,10000.0,True
894,CHEMBL1650839,CS(=O)(=O)c1cc([N+](=O)[O-])c(N2CC2)cc1NCC(O)CO,10000.0,True
