,Unnamed: 0,molecule_chembl_id,is_valid,valor_bioactividad,canonical_smiles,Peso_Molecular,LogP,Num_Donadores_H,Num_Aceptores,pIC50
0,0,CHEMBL2111280,True,inactivo,Nc1ncnc2c1cnn2[C@@H]1C=C[C@@H](O)[C@H]1O,233.231,-0.7588000000000006,3,7,4.0
1,1,CHEMBL2111248,True,inactivo,C[C@H]1C[C@@H](n2ncc3c(N)ncnc32)[C@H](O)[C@@H]1O,249.274,-0.2888000000000001,3,7,4.913640169325252
2,2,CHEMBL2111283,True,inactivo,Nc1ncnc2c1cnn2[C@H]1C[C@@H](O)[C@H](O)[C@@H]1O,251.246,-1.5640000000000005,4,8,4.275724130399211
3,3,CHEMBL346319,True,inactivo,Nc1ncnc2c1cnn2[C@@H]1C=C[C@H](O)C1,217.232,0.2703999999999998,2,6,4.0
4,4,CHEMBL2111249,True,inactivo,Nc1ncnc2c1cnn2[C@H]1C=C[C@H](O)[C@@H]1O,233.231,-0.7588000000000006,3,7,4.0
5,5,CHEMBL2051757,True,activo,Nc1ncnc2c1ccn2[C@H]1C[C@@H](O)[C@H](O)[C@@H]1O,250.258,-0.9590000000000004,4,7,6.070581074285707
6,6,CHEMBL347186,True,inactivo,Nc1ncnc2c1cnn2[C@H]1C=C[C@@H](O)C1,217.232,0.2703999999999998,2,6,4.0
7,7,CHEMBL2111282,True,inactivo,C[C@@H]1C[C@H](n2ncc3c(N)ncnc32)[C@@H](O)[C@H]1O,249.274,-0.2888000000000001,3,7,4.0
8,8,CHEMBL2111246,True,inactivo,Nc1ncnc2c1cnn2[C@@H]1C[C@H](O)[C@@H](O)[C@H]1O,251.246,-1.5640000000000005,4,8,4.0
9,9,CHEMBL2111247,True,inactivo,Nc1ncnc2c1cnn2[C@@H]1CC[C@@H](O)[C@H]1O,235.247,-0.5348000000000003,3,7,4.0
10,10,CHEMBL44025,True,activo,CCC(C)CNCCCNCCCCCCCNCCCNCC(C)CC,384.6970000000002,4.167700000000004,4,4,7.508638306165727
11,11,CHEMBL43494,True,inactivo,N[C@H]1C=CC(NCCCNCC2CC2)C1,209.337,0.6214999999999997,3,3,4.0
12,12,CHEMBL44040,True,inactivo,CCNCCCNCC1CCCC(N)CC1,227.39599999999996,1.4831999999999996,3,3,4.0
13,13,CHEMBL43495,True,activo,CCNCCCNCCCCCCCNCCCNC[C@@H](C)CC,342.61600000000004,3.141500000000001,4,4,6.508638306165727
14,14,CHEMBL44083,True,inactivo,CCNCCCNCCCNCCCNCC,244.427,0.5549000000000015,4,4,4.0
15,15,CHEMBL416078,True,inactivo,CCNCCCNCCCCCCCNCCCNCC1CCCCCC1,382.6810000000002,4.065800000000002,4,4,4.7447274948966935
16,16,CHEMBL40258,True,inactivo,c1ccc(CNCCCNCCCCCCCNCCCNCc2ccccc2)cc1,424.6770000000001,4.475900000000003,4,4,4.838631997765025
17,17,CHEMBL40414,True,inactivo,CCNCCCNC1C=CC(N)CCC1,211.35299999999995,1.0116,3,3,4.0
18,18,CHEMBL44039,True,inactivo,C(CNCC1CC1)CNCC1CCCC(CNCCCNCC2CC2)C1,364.6220000000002,2.751400000000001,4,4,4.136677139879544
19,19,CHEMBL289450,True,activo,c1ccc(-c2ccccc2CNCCCNCCCCCCCNCCCNCc2ccccc2-c2ccccc2)cc1,576.8730000000004,7.809900000000008,4,4,6.619788758288394
20,20,CHEMBL296777,True,inactivo,COc1ccccc1CNCCCNCCCCCCCNCCCNCc1ccccc1OC,484.7290000000002,4.493100000000003,4,6,4.657577319177793
21,21,CHEMBL41629,True,activo,C(CCCNCCCNCC1CCCCCC1)CCCNCCCNCC1CCCCCC1,464.8270000000004,6.016300000000005,4,4,6.903089986991944
22,22,CHEMBL334695,True,activo,CCCCCCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,356.51400000000007,4.751300000000002,2,5,6.0
23,23,CHEMBL343127,True,inactivo,CCCOc1cccc(Cc2cnc(N)nc2N)c1,258.32499999999993,2.0206,2,5,4.886056647693163
24,24,CHEMBL334919,True,inactivo,CC(C)Oc1cccc(Cc2cnc(N)nc2N)c1,258.32499999999993,2.019,2,5,4.853871964321762
25,25,CHEMBL22,True,inactivo,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,290.32300000000004,1.2575999999999998,2,7,3.8297382846050425
26,26,CHEMBL343271,True,inactivo,CCOc1ccc(Cc2cnc(N)nc2N)cc1,244.298,1.6304999999999998,2,5,4.619788758288394
27,27,CHEMBL137448,True,inactivo,CCOc1cccc(Cc2cnc(N)nc2N)c1,244.298,1.6304999999999998,2,5,4.6777807052660805
28,28,CHEMBL30734,True,inactivo,Nc1ncc(Cc2cccc(O)c2)c(N)n1,216.244,0.9374,3,5,4.107905397309519
29,29,CHEMBL326989,True,inactivo,CCCOc1ccc(Cc2cnc(N)nc2N)cc1,258.325,2.0206,2,5,5.0
30,30,CHEMBL138230,True,activo,CCCCCCCOc1cccc(Cc2c(C)nc(N)nc2N)c1,328.4600000000001,3.889420000000001,2,5,6.0
31,31,CHEMBL18967,True,inactivo,COc1cccc(Cc2cnc(N)nc2N)c1,230.271,1.2404,2,5,3.690369832574101
32,32,CHEMBL137641,True,activo,CCCCCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,342.4870000000001,4.361200000000002,2,5,6.0
33,33,CHEMBL3392183,True,activo,C[S+](C[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O)C1C=CC(ON)C1,475.36900000000014,-4.132799999999995,4,10,6.045757490560675
34,34,CHEMBL86940,True,inactivo,C#CCNCCCNCCCNCCCNCC,254.422,0.1682000000000026,4,4,4.0
35,35,CHEMBL447829,True,inactivo,CCNCCCNCCCNCCCNCC1CCCCCC1,326.5730000000002,2.5054000000000007,4,4,4.0
36,36,CHEMBL86523,True,inactivo,CCNCCCN[C@@H]1CCC[C@H](N)CC1,213.36899999999997,1.2355999999999998,3,3,4.0
37,37,CHEMBL86587,True,inactivo,CCNCCCN[C@H]1C=C[C@@H](N)CCC1,211.35299999999995,1.0116,3,3,4.0
38,38,CHEMBL86435,True,inactivo,COc1cccc(CNCCCNCCCCCCCNCCCNCc2cccc(OC)c2)c1,484.7290000000002,4.493100000000003,4,6,4.657577319177793
39,39,CHEMBL313792,True,activo,Nc1nc(N)nc(Nc2ccc([As]=O)cc2)n1,292.134,-0.5454000000000008,3,7,9.0
40,40,CHEMBL87326,True,inactivo,N[C@@H]1C=C[C@H](NCCCNCC2CC2)C1,209.337,0.6214999999999997,3,3,4.0
41,41,CHEMBL33387,True,inactivo,CCNCCCNCCCNCCCNCC1CC1,270.46500000000003,0.9450000000000014,4,4,4.0
42,42,CHEMBL55,True,activo,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,340.427,2.8828400000000007,4,4,7.886056647693163
43,43,CHEMBL52182,True,inactivo,CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)Nc2ccc(C)cc2)cc1[N+](=O)[O-],436.4900000000001,4.238620000000004,1,7,4.886056647693163
44,44,CHEMBL51330,True,inactivo,CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)N(CCC)CCC)cc1[N+](=O)[O-],430.5270000000002,3.940100000000003,0,7,4.769551078621726
45,45,CHEMBL54078,True,inactivo,CCCCCCN(CCCCCC)S(=O)(=O)c1cc([N+](=O)[O-])c(N(CCC)CCC)c([N+](=O)[O-])c1,514.6890000000004,6.280700000000008,0,7,4.301029995663981
46,46,CHEMBL52905,True,inactivo,CCCCN(CCCC)S(=O)(=O)c1cc([N+](=O)[O-])c(N(CCC)CCC)c([N+](=O)[O-])c1,458.5810000000004,4.720300000000004,0,7,4.42021640338319
47,47,CHEMBL52127,True,inactivo,CCCCCCNS(=O)(=O)c1cc([N+](=O)[O-])c(N(CCC)CCC)c([N+](=O)[O-])c1,430.5270000000003,3.988000000000003,1,7,4.823908740944319
48,48,CHEMBL54551,True,inactivo,CCCN(CCC)c1ccc(S(=O)(=O)Nc2ccccc2)cc1,332.469,4.113800000000003,1,3,4.698970004336019
49,49,CHEMBL431345,True,inactivo,CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)NC2CCCC2)cc1[N+](=O)[O-],414.4840000000002,3.3503000000000016,1,7,4.958607314841775
50,50,CHEMBL52017,True,inactivo,CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)N2CCOCC2)cc1[N+](=O)[O-],416.4560000000002,2.1503,0,8,4.0
51,51,CHEMBL55225,True,activo,CCCCN(CCCC)c1c([N+](=O)[O-])cc(S(=O)(=O)Nc2ccccc2)cc1[N+](=O)[O-],450.5170000000001,4.710400000000004,1,7,6.920818753952375
52,52,CHEMBL53153,True,activo,CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)Nc2ccccc2)cc1[N+](=O)[O-],422.4630000000001,3.930200000000003,1,7,6.3872161432802645
53,53,CHEMBL265502,True,activo,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,1297.302,6.743240000000005,12,17,6.6777807052660805
54,54,CHEMBL298397,True,activo,CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)N(C)c2ccccc2)cc1[N+](=O)[O-],436.4900000000001,3.954500000000003,0,7,6.0
55,55,CHEMBL295960,True,inactivo,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],346.36500000000007,1.7768,1,7,4.920818753952375
56,56,CHEMBL54012,True,inactivo,CCCCCNS(=O)(=O)c1cc([N+](=O)[O-])c(N(CCC)CCC)c([N+](=O)[O-])c1,416.5000000000003,3.5979000000000028,1,7,4.769551078621726
57,57,CHEMBL298557,True,inactivo,CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1[N+](=O)[O-],456.9080000000001,4.583600000000004,1,7,4.886056647693163
58,58,CHEMBL299414,True,inactivo,CCCCNS(=O)(=O)c1cc([N+](=O)[O-])c(N(CCC)CCC)c([N+](=O)[O-])c1,402.4730000000002,3.207800000000001,1,7,4.920818753952375
59,59,CHEMBL54952,True,inactivo,CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)Nc2ccc(OC)cc2)cc1[N+](=O)[O-],452.48900000000015,3.938800000000003,1,8,4.721246399047171
60,60,CHEMBL116390,True,inactivo,CC(=O)O[C@H](COP(=O)(OCc1ccccc1)OCc1ccccc1)[C@@H](OC(C)=O)C(=O)NOCc1ccccc1,585.5460000000003,4.656100000000003,1,10,4.221848749616356
61,61,CHEMBL114894,True,inactivo,CC1(C)O[C@H](COP(=O)(O)O)[C@H](C(N)=O)O1,255.163,-0.8989000000000003,3,5,3.673664139071248
62,62,CHEMBL113666,True,inactivo,CC(=O)O[C@H](COP(=O)(OCc1ccccc1)OCc1ccccc1)[C@@H](OC(C)=O)C(=O)N(OCc1ccccc1)C(C)=O,627.5830000000003,4.9150000000000045,0,11,4.309803919971486
63,63,CHEMBL324609,True,inactivo,CC1(C)O[C@H](COP(=O)(O)O)[C@H](C(=O)NO)O1,271.16200000000003,-0.8788000000000005,4,6,3.478861916295964
64,64,CHEMBL114160,True,inactivo,O=C(NO)[C@H](OC1CCCO1)[C@@H](CCO)OC1CCCO1,305.3270000000001,-0.0824000000000007,3,7,4.214670164989233
65,65,CHEMBL113708,True,inactivo,O=C1OC[C@@H](OC2CCCO2)[C@H]1OC1CCCO1,258.2699999999999,0.5865999999999998,0,6,3.94692155651658
66,66,CHEMBL114616,True,inactivo,O=C(C[S+]([O-])C[C@H](O)COP(=O)(OCc1ccccc1)OCc1ccccc1)OCc1ccccc1,532.5510000000003,4.397700000000004,1,8,4.086186147616283
67,67,CHEMBL117133,True,inactivo,O=C(O)C[S+]([O-])C[C@H](O)COP(=O)(O)O,262.176,-1.7101,4,5,3.6126101736612704
68,68,CHEMBL117876,True,inactivo,CC(=O)O[C@H](COP(=O)(OCc1ccccc1)OCc1ccccc1)CSCC(=O)OCc1ccccc1,558.5890000000004,5.953000000000006,0,9,3.863279432843593
69,69,CHEMBL114269,True,inactivo,CC(=O)O[C@H](COP(=O)(O)O)[C@@H](OC(C)=O)C(=O)NO,315.171,-1.5354999999999983,4,8,3.640164517660112
70,70,CHEMBL116018,True,inactivo,O=C(NO)[C@H](O)[C@H](O)COP(=O)(O)O,231.09699999999995,-2.6771000000000003,6,6,3.4100503986742923
71,71,CHEMBL114416,True,inactivo,O=C(NOCc1ccccc1)[C@H](O)[C@H](O)COP(=O)(OCc1ccccc1)OCc1ccccc1,501.47200000000026,3.5145000000000026,3,8,3.886056647693163
72,72,CHEMBL325268,True,inactivo,O=C(CSC[C@H](O)CO)OCc1ccccc1,256.323,0.8162000000000001,2,5,4.1249387366083
73,73,CHEMBL116897,True,inactivo,O=C(C[S+]([O-])C[C@@H](COP(=O)(OCc1ccccc1)OCc1ccccc1)OC1CCCO1)OCc1ccccc1,602.6420000000003,5.558500000000006,0,9,4.136677139879544
74,74,CHEMBL334040,True,inactivo,CC1(C)O[C@@H]2COC(=O)[C@@H]2O1,158.153,0.0632999999999999,0,4,3.5816987086802543
75,75,CHEMBL117442,True,inactivo,O=C(NO)[C@H](O)[C@H](O)CO,151.11799999999997,-2.7941000000000007,5,5,3.9355420107730814
76,76,CHEMBL117534,True,inactivo,CC1(C)O[C@H](COP(=O)(OCc2ccccc2)OCc2ccccc2)[C@H](C(=O)NOCc2ccccc2)O1,541.5370000000003,5.312800000000005,1,8,3.899629454882437
77,77,CHEMBL323922,True,inactivo,NC(=O)[C@H](O)[C@H](O)COP(=O)(O)O,215.098,-2.6972,5,5,3.557520230935552
78,78,CHEMBL113843,True,inactivo,CC1(C)OC[C@H](CSCC(=O)OCc2ccccc2)O1,296.388,2.6145000000000005,0,5,3.517126416391246
79,79,CHEMBL420687,True,inactivo,O=C(CSC[C@H](O)COP(=O)(OCc1ccccc1)OCc1ccccc1)OCc1ccccc1,516.5520000000002,5.3822000000000045,1,8,4.327902142064283
80,80,CHEMBL325269,True,inactivo,CC(=O)O[C@H](COP(=O)(OCc1ccccc1)OCc1ccccc1)C[S+]([O-])CC(=O)OCc1ccccc1,574.5880000000004,4.968500000000005,0,9,4.443697499232712
81,81,CHEMBL116916,True,inactivo,CC(=O)O[C@H](COP(=O)(O)O)C[S+]([O-])CC(=O)O,304.2130000000001,-1.1393000000000006,3,6,3.94692155651658
82,82,CHEMBL118340,True,activo,Cn1c2nc3ccccc3c-2cc2cc(I)ccc21,358.182,4.435900000000002,0,2,6.0
83,83,CHEMBL115592,True,inactivo,Cn1c2nc3ccccc3c-2cc2c(C(F)(F)F)cccc21,300.283,4.850100000000002,0,2,4.494850021680094
84,84,CHEMBL118855,True,inactivo,Cn1c2nc3ccccc3c-2cc2cc(F)ccc21,250.27599999999995,3.9704000000000015,0,2,4.844663962534939
85,85,CHEMBL119649,True,activo,COc1ccc2c(c1)cc1c3ccccc3nc-1n2C,262.312,3.8399000000000023,0,3,6.522878745280337
86,86,CHEMBL118165,True,inactivo,CN1c2cc(C(F)(F)F)ccc2C=C2c3ccccc3NC21,302.29900000000004,4.447400000000003,1,2,4.777283528852417
87,87,CHEMBL333481,True,activo,Cc1ccc2c(c1)cc1c3ccccc3nc-1n2C,246.313,4.139720000000003,0,2,7.0
88,88,CHEMBL432423,True,activo,CSc1ccc2c(c1)cc1c3ccccc3nc-1n2C,278.38,4.553200000000003,0,3,6.096910013008056
89,89,CHEMBL323909,True,inactivo,Cn1c2nc3ccc(C#N)cc3c-2cc2ccccc21,257.296,3.702980000000002,0,3,4.494850021680094
90,90,CHEMBL117831,True,inactivo,Cn1c2nc3ccc(C#N)cc3c-2cc2cc(C(F)(F)F)ccc21,325.293,4.721780000000002,0,3,4.494850021680094
91,91,CHEMBL119475,True,inactivo,Clc1ccc2[nH]c3nc4ccccc4c-3cc2c1,252.704,4.474300000000001,1,1,4.494850021680094
92,92,CHEMBL443023,True,activo,Cn1c2nc3ccccc3c-2cc2cc([N+](=O)[O-])ccc21,277.283,3.7395000000000014,0,4,6.154901959985743
93,93,CHEMBL115433,True,inactivo,Cn1c2nc3ccccc3c-2cc2c(Br)cccc21,311.182,4.5938000000000025,0,2,4.777283528852417
94,94,CHEMBL119834,True,inactivo,Clc1cc(Cl)c2[nH]c3nc4ccccc4c-3cc2c1,287.14900000000006,5.127700000000003,1,1,4.494850021680094
95,95,CHEMBL332478,True,inactivo,CN1c2cc(Br)ccc2C=C2c3ccccc3NC21,313.19800000000004,4.191100000000003,1,2,4.563837352959244
96,96,CHEMBL331251,True,inactivo,COc1ccc2[nH]c3nc4ccccc4c-3cc2c1,248.28500000000005,3.829500000000002,1,2,4.494850021680094
97,97,CHEMBL117926,True,activo,COc1ccc2c(c1)cc1c3cc(C#N)ccc3nc-1n2C,287.322,3.711580000000003,0,4,6.0
98,98,CHEMBL118343,True,inactivo,Fc1ccc2[nH]c3nc4ccccc4c-3cc2c1,236.249,3.9600000000000017,1,1,4.494850021680094
99,99,CHEMBL440898,True,activo,Cn1c2nc3ccccc3c-2cc2cc(Br)ccc21,311.182,4.593800000000002,0,2,6.0
100,100,CHEMBL118915,True,activo,COc1ccc2c(c1)N(C)C1Nc3ccccc3C1=C2,264.32800000000003,3.4372000000000016,1,3,6.3979400086720375
101,101,CHEMBL332113,True,inactivo,Cn1c2nc3ccc(C#N)cc3c-2cc2cc(Cl)ccc21,291.741,4.3563800000000015,0,3,4.494850021680094
102,102,CHEMBL55359,True,inactivo,O=P(O)(O)C(O)(CSc1ccncc1)P(=O)(O)O,315.18000000000006,0.1752,5,5,4.703334809738469
103,103,CHEMBL55140,True,activo,Cc1cccnc1NC(P(=O)(O)O)P(=O)(O)O,282.129,0.4409199999999996,5,4,6.154901959985743
104,104,CHEMBL417932,True,inactivo,Nc1ccc(CC(O)(P(=O)(O)O)P(=O)(O)O)cc1,297.14,-0.1872,6,4,4.3979400086720375
105,105,CHEMBL55214,True,inactivo,NCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,277.15,-0.4930000000000001,6,4,4.498940737782249
106,106,CHEMBL434024,True,activo,O=P(O)(O)C(O)(Cc1ccccn1)P(=O)(O)O,283.113,-0.3744000000000002,5,4,6.657577319177793
107,107,CHEMBL52761,True,inactivo,CCCC(O)(P(=O)(O)O)P(=O)(O)O,234.081,-0.2120000000000002,5,3,4.036212172654444
108,108,CHEMBL56556,True,inactivo,O=P(O)(O)C(O)(Cc1ccccc1)P(=O)(O)O,282.125,0.2306,5,3,4.671620396561262
109,109,CHEMBL301471,True,inactivo,CCOP(=O)(OCC)C(Nc1ncccc1C)P(=O)(OCC)OCC,394.3450000000002,4.617720000000004,1,8,4.554395796726403
110,110,CHEMBL55886,True,inactivo,O=P(O)(O)C(O)(Cc1ccncc1)P(=O)(O)O,283.113,-0.3744000000000002,5,4,3.6989700043360183
111,111,CHEMBL299491,True,inactivo,CCCCC(O)(P(=O)(O)O)P(=O)(O)O,248.108,0.1780999999999998,5,3,4.000869458712629
112,112,CHEMBL299988,True,inactivo,CCCCCC(O)(P(=O)(O)O)P(=O)(O)O,262.135,0.5681999999999996,5,3,4.204815410317576
113,113,CHEMBL834,True,inactivo,NCCC(O)(P(=O)(O)O)P(=O)(O)O,235.069,-1.6633000000000002,6,4,3.752026733638193
114,114,CHEMBL298771,True,inactivo,NCCCCC(O)(P(=O)(O)O)P(=O)(O)O,263.123,-0.8831,6,4,3.6989700043360183
115,115,CHEMBL870,True,inactivo,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,249.096,-1.2732,6,4,3.6989700043360183
116,116,CHEMBL82641,True,activo,c1ccc(CCCNCCCCN(CCCNCCCc2ccccc2)CCCc2ccccc2)cc1,499.78700000000026,6.536300000000007,2,3,6.657577319177793
117,117,CHEMBL85189,True,activo,NCCCN(CCCCN(CCCNCCCc1ccccc1)CCCc1ccccc1)CCCc1ccccc1,556.8830000000004,6.597500000000007,2,4,6.568636235841013
118,118,CHEMBL86096,True,activo,c1ccc(CCCNCCCNCCCCNCCCNCCCc2ccccc2)cc1,438.7040000000002,4.170800000000003,4,4,6.091514981121351
119,119,CHEMBL86281,True,activo,c1ccc(CCCNCCCN(CCCCN(CCCNCCCc2ccccc2)CCCc2ccccc2)CCCc2ccccc2)cc1,675.0620000000001,8.861200000000004,2,4,6.920818753952375
120,120,CHEMBL84221,True,activo,c1ccc(CCCNCCCNCCCCNCCCN(CCCc2ccccc2)CCCc2ccccc2)cc1,556.8830000000004,6.516000000000006,3,4,6.3979400086720375
121,121,CHEMBL85198,True,activo,NCCCCN(CCCNCCCc1ccccc1)CCCc1ccccc1,763.2160000000001,8.545200000000007,4,6,6.508638306165727
122,122,CHEMBL62048,True,activo,NCCCN(CCCCN(CCCN)CCCc1ccccc1)CCCc1ccccc1,438.7040000000001,4.333800000000004,2,4,6.180456064458132
123,123,CHEMBL310207,True,inactivo,c1ccc(CCCN(CCCCN(CCCc2ccccc2)CCCN(CCCc2ccccc2)CCCc2ccccc2)CCCN(CCCc2ccccc2)CCCc2ccccc2)cc1,911.4199999999996,13.55159999999998,0,4,4.657577319177793
124,124,CHEMBL121434,True,inactivo,CN1CCN(C(=O)/C=C/c2ccc3ccccc3n2)CC1,281.3590000000001,2.022,0,3,4.494850021680094
125,125,CHEMBL334308,True,inactivo,OC(Cc1ccc2ccccc2n1)c1ccc(F)cc1,267.30299999999994,3.650000000000002,1,2,4.494850021680094
126,126,CHEMBL121345,True,inactivo,O=C(/C=C/c1ccc2ccccc2n1)N1CCCCC1,266.344,3.2605000000000013,0,2,4.494850021680094
127,127,CHEMBL121001,True,inactivo,COc1ccc(/C=C/c2ccc3ccccc3n2)cc1OC,291.3500000000001,4.422400000000004,0,3,4.585026652029182
128,128,CHEMBL121177,True,inactivo,O=[N+]([O-])c1ccc(C(O)Cc2ccc3ccccc3n2)cc1,294.31,3.419100000000001,1,4,4.494850021680094
129,129,CHEMBL119769,True,inactivo,O=[N+]([O-])c1ccc(/C=C/c2ccc3ccccc3n2)cc1,276.295,4.313400000000003,0,3,4.494850021680094
130,130,CHEMBL124355,True,inactivo,COc1ccc(C(O)Cc2ccc3ccccc3n2)cc1OC,309.36500000000007,3.528100000000002,1,4,4.494850021680094
131,131,CHEMBL538157,True,inactivo,O=C/C=C/c1ccc2ccccc2n1,183.21,2.4469000000000003,0,2,4.721246399047171
132,132,CHEMBL122675,True,inactivo,CN(C)c1ccc(C(O)Cc2ccc3ccccc3n2)cc1,292.38199999999995,3.576900000000002,1,3,4.494850021680094
133,133,CHEMBL432231,True,inactivo,OC(Cc1ccc2ccccc2n1)c1ccco1,239.274,3.103900000000001,1,3,4.494850021680094
134,134,CHEMBL338511,True,inactivo,Fc1ccccc1NCc1ccc2ccccc2n1,252.29200000000003,3.9860000000000015,1,2,4.494850021680094
135,135,CHEMBL121537,True,inactivo,O=[N+]([O-])/C=C/c1ccc2ccccc2n1,200.197,2.4822000000000006,0,3,4.7447274948966935
136,136,CHEMBL121573,True,inactivo,Fc1ccc(/C=C/c2ccc3ccccc3n2)cc1,249.288,4.544300000000003,0,1,4.494850021680094
137,137,CHEMBL120925,True,inactivo,COc1cc(NCc2ccc3ccccc3n2)cc(OC)c1OC,324.3800000000001,3.8727000000000023,1,5,4.494850021680094
138,138,CHEMBL121196,True,inactivo,O=C(/C=C/c1ccc2ccccc2n1)N1CCOCC1,268.316,2.1068,0,3,4.494850021680094
139,139,CHEMBL120356,True,activo,Br/C=C/c1ccc2ccccc2n1,234.096,3.6004000000000023,0,1,6.0
140,140,CHEMBL121071,True,inactivo,COc1ccc(/C=C/c2ccc3ccccc3n2)c(OC)c1,291.35,4.422400000000004,0,3,4.7447274948966935
141,141,CHEMBL177872,True,inactivo,CCn1ncc2c1n/c(=N\c1ccccc1)n1ccc3ccccc3c21,339.4020000000001,4.089500000000003,0,5,4.455931955649724
142,142,CHEMBL3143659,True,inactivo,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)c2nc(-c3ccccc3)c(-c3ccccc3)nc12,432.4360000000001,1.4545,3,8,4.958607314841775
143,143,CHEMBL172782,True,inactivo,COC(=O)/C(C#N)=C/c1ccc(/C=C/c2ccccn2)cc1,290.32200000000006,3.331980000000001,0,4,4.795880017344075
144,144,CHEMBL353318,True,inactivo,COC(=O)N[C@H](C(=O)OC)[C@H](O)[C@@H](C)c1c(C)nc2n(C)c3ncn(Cc4ccccc4)c3c(=O)n12,496.5240000000002,1.1014199999999996,2,11,3.96657624451305
145,145,CHEMBL175127,True,inactivo,CCOC(=O)/C(C#N)=C/c1ccc(/C=C/c2ccccn2)cc1,304.34900000000005,3.7220800000000023,0,4,4.823908740944319
146,146,CHEMBL61970,True,inactivo,Nc1ncnc2c1ncn2C(CO)OC(CO)CSCCO,329.38200000000006,-0.9976000000000004,4,10,4.0
147,147,CHEMBL418503,True,inactivo,Nc1ncnc2c1ncn2C(CO)OC(CO)CO,269.261,-1.7308,4,9,4.0
148,148,CHEMBL58857,True,inactivo,OCC(CO)OC(CO)n1cnc2c(O)ncnc21,270.24500000000006,-1.6074000000000002,4,9,4.0
149,149,CHEMBL96761,True,inactivo,CCNCCCNCCCNCCCNCC1CC1,594.113,3.2566000000000006,4,4,4.0
150,150,CHEMBL93014,True,activo,C(CCCNCCCNCC1CCCCCC1)CCCNCCCNCC1CCCCCC1,788.4749999999992,8.327900000000005,4,4,6.903089986991944
151,151,CHEMBL92122,True,inactivo,C#CCNCCCNCCCNCCCNCC,578.07,2.4798,4,4,4.0
152,152,CHEMBL93088,True,inactivo,CCNCCCNCCCCCCCNCCCNCC1CCCCCC1,706.3289999999996,6.377400000000006,4,4,4.7447274948966935
153,153,CHEMBL92123,True,inactivo,CCNCCCNCCCNCCCNCC1CCCCCC1,650.2209999999998,4.817000000000004,4,4,4.0
154,154,CHEMBL93314,True,inactivo,c1ccc(CNCCCNCCCCCCCNCCCNCc2ccccc2)cc1,748.3249999999997,6.787500000000006,4,4,4.838631997765025
155,155,CHEMBL60505,True,inactivo,O=C(O)CC(=O)OC12CCCCC1C1CCCCC1(O)OO2,314.33399999999995,1.7313999999999998,2,6,5.0
156,156,CHEMBL413376,True,activo,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)[O-])c5cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c45)ccc3C)c2)c1,1429.194,-13.288359999999994,6,23,7.366531544420414
157,157,CHEMBL61588,True,inactivo,O=C(O)CCCCC(=O)OC12CCCCC1C1CCCCC1(O)OO2,356.41500000000013,2.9017000000000013,2,6,4.769551078621726
158,158,CHEMBL60144,True,inactivo,OC12CCCCC1C1CCCCC1(O)OO2,228.28799999999995,1.7057999999999998,2,4,4.886056647693163
159,159,CHEMBL60093,True,inactivo,CC1CCCC2C3CCCC(C)C3(O)OOC12O,256.342,2.197800000000001,2,4,4.1938200260161125
160,160,CHEMBL60487,True,inactivo,COC12CCCCC1C1CCCCC1(O)OO2,242.31499999999997,2.359900000000001,1,4,4.795880017344075
161,161,CHEMBL60085,True,inactivo,O=C(O)CCCC(=O)OC12CCCCC1C1CCCCC1(O)OO2,342.3880000000001,2.511600000000001,2,6,4.795880017344075
